ref_consultation,org_acronyme,reference,type_procedure,type_procedure_abbrev,categorie,objet,acheteur,lieu_execution,date_publication,date_limite,statut,url
864287,o8p,012/25/AOO/ONDA,Appel d'offres ouvert,AOO,Services,Entretien des espaces verts de l’Aéroport Rabat Salé.,OFFICE NATIONAL DES AEROPORTS,RABAT,07/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864287&orgAcronyme=o8p
864291,f9f,02/2025/CP,Appel d'offres ouvert,AOO,Fournitures,ACQUISITION DES AMBULANCES EQUIPEES ET FOURGONS MORTUAIRES AU PROFIT DU GROUPEMENT COMMUNAL MAIDRE SAGHRO A CT TAZARINE PROVINCE ZAGORA,Province de ZAGORA,ZAGORA,10/01/2025,04/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864291&orgAcronyme=f9f
864299,q1s,01/2025/ITAB,Appel d'offres ouvert,AOO,Services,Prestations de restauration collective des élèves de l’internat de l’Institut Technique Agricole de Berkane,CHARGE DE LA GESTION DES AFFAIRES DU CENTRE DE QUALIFICATION AGRICOLE BERKANE,Province de Berkane,10/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864299&orgAcronyme=q1s
864307,j8k,01/25,Consultation architecturale ouverte,CONSA,Services,ETUDES ARCHITECTURALES DE MODIFICATION ET DE RENOVATION ET LE SUIVI DES TRAVAUX D’ACHEVEMENT DE L’OPERATION DE CONSTRUCTION NARJISS 1SIS A LA COMMUNE DE BOUSKOURA - PROVINCE DE NOUACEUR,SOCIETE AL OMRANE CASABLANCA,MAROC,07/01/2025,03/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864307&orgAcronyme=j8k
864311,p8x,04/INV/2025,Appel d'offres ouvert simplifié,AOS,Services,L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation des lycées collégiaux relevant de la direction provinciale de Marrakech en neuf lots séparés : • Lot N°01 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale IBN TOUMARTE (Arrondissement MENARA) à Marrakech. • Lot N°02 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale ALMASSIRA 3 (Arrondissement MENARA) à Marrakech. • Lot N°03 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale ANAHDA (Arrondissement MENARA) à Marrakech. • Lot N°04 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale TAREK IBN ZIADE (Arrondissement MENARA) à Marrakech. • Lot N°05 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale TAHA HSINE (Arrondissement MENARA) à Marrakech. • Lot N°06 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale AL IMAME MALEK (Arrondissement GUELIZ) à Marrakech. • Lot N°07 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale ALMAJD (Arrondissement GUELIZ) à Marrakech. • Lot N°08 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale RIAD SANAOUBAR (CR HARBIL) à Marrakech. • Lot N°09 : L’exécution des études techniques et suivi des travaux d’aménagement et de réhabilitation du lycée collégiale LAAYONE (Arrondissement MEDINA) à Marrakech.,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE MARRAKECH,MARRAKECH,07/01/2025,17/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864311&orgAcronyme=p8x
864314,q1s,01/DPA.OZ/SAHA/2025,Appel d'offres ouvert,AOO,Travaux,"Travaux de construction de pistes rurales sur une distance d'environ 8,5 Km au niveau de la C/T de Sidi Ahmed Chrif relevant à la zone d’action de la DPA de Ouezzane.",Direction Provinciale de l'Agriculture de Ouezzane,OUEZZANE,13/01/2025,07/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864314&orgAcronyme=q1s
864319,o8p,TMU_AOO_16_2024,Appel d'offres ouvert,AOO,Fournitures,"FOURNITURE, INSTALLATION ET MISE EN SERVICE DE 2 PONTS-BASCULES NUMIRIQUES AU CENTRE DE TRI TMU A LA ZONE SATT",AGENCE SPECIALE TANGER MEDITERRANEE / TANGER MED PORT AUTHORITY,TANGER-ASSILAH,07/01/2025,27/01/2025 16:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864319&orgAcronyme=o8p
864323,g8e,19/2025,Appel d'offres ouvert,AOO,Services,"LA REALISATION DES PRESTATIONS TOPOGRAPHIQUES POUR LA CONSTRUCTION DES INFRASTRUCTURES SCOLAIRES RELEVANT DE LA DIRECTION PROVINCIALE DU MINISTERE DE L’EDUCATION NATIONALE, DU PRESCOLAIRE ET DES SPORTS DE KHOURIBGA A LA PROVINCE DE KHOURIBGA-LOT UNIQUE-",AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,KHOURIBGA,07/01/2025,06/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864323&orgAcronyme=g8e
864333,g3h,AO/0125,Appel d'offres ouvert,AOO,Services,Prestations d’infogérance de la supervision des évènements de sécurité,FONDS D'EQUIPEMENT COMMUNAL,Wilaya de Rabat,07/01/2025,03/02/2025 15:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864333&orgAcronyme=g3h
864372,g3h,01/2025/BG,Appel d'offres ouvert,AOO,Fournitures,Achat de matériel informatique pour les services de la Préfecture d'Oujda Angad .,WALI LA REGION DE L'ORIENTAL ET GOUVERNEUR DE LA PREFECTURE OUJDA ANGAD,OUJDA-ANGAD,07/01/2025,03/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864372&orgAcronyme=g3h
864373,g8e,20/2025,Appel d'offres ouvert,AOO,Services,ETUDES GEOTECHNIQUES ET CONTROLE DE LA QUALITE DES TRAVAUX DE CONSTRUCTION DES INFRASTRUCTURES SCOLAIRES A LA PROVINCE DE KHOURIBGA - EN 4 LOTS -,AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,KHOURIBGA,07/01/2025,06/02/2025 11:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864373&orgAcronyme=g8e
864377,w7t,01/ANEF/2025,Appel d'offres ouvert,AOO,Services,Hébergement et infogérance des serveurs virtuels propres à l’Agence Nationale des Eaux et Forêts – Rabat( lot unique).,AGENCE NATIONALE DES EAUX ET FORETS,RABAT,07/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864377&orgAcronyme=w7t
864378,p1v,01E/2024,Appel d'offres ouvert,AOO,Services,"vente aux enchères publiques l des motocycles et voitures, mis en Fourrière de la Commune de Ouled Amrane.",Commune rurale de OULAD AMRANE,SIDI BENNOUR,07/01/2025,13/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864378&orgAcronyme=p1v
864386,z9k,1/2024/CT.AITMAZIGH.PAZ,Appel d'offres ouvert simplifié,AOS,Services,location d'abattoir commune ait mazigh ex 2025,Commune rurale de AIT MAZIGH,AZILAL,07/01/2025,14/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864386&orgAcronyme=z9k
864388,d4q,02/DR2/2025,Appel d'offres ouvert,AOO,Travaux,"Travaux de gestion et entretien, désinfection et nettoyage des stations de débourbage, ouvrages et locaux relevant du secteur de production Marrakech El Kelaa des Sraghna Rhamna",OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,MARRAKECH,07/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864388&orgAcronyme=d4q
864393,w7t,02/ANEF/2025,Appel d'offres ouvert,AOO,Services,": L’assistance technique pour le développement informatique des applications des domaines métier, support et sécurité en matières des logiciels et sites WEB pour le compte de l’Agence Nationale des Eaux et Forêts – RABAT-(lot unique).",AGENCE NATIONALE DES EAUX ET FORETS,RABAT,07/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864393&orgAcronyme=w7t
864395,o8p,016/25/AOO/ONDA,Appel d'offres ouvert,AOO,Services,Maintenance du balisage lumineux à l’aéroport Casablanca Mohammed V,OFFICE NATIONAL DES AEROPORTS,CASABLANCA,10/01/2025,25/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864395&orgAcronyme=o8p
864401,q0x,01/2025,Appel d'offres ouvert,AOO,Fournitures,ACQUISITION DE DEUX CAMIONS BENNE TASSEUSE DE 14M3 AU PROFIL GROUPEMENT DES COMMUNES TERRITORIALES EL WAHA PROVINCE DE ZAGORA,GROUPEMENTS DES COLLECTIVITES TERRITORIALES EL WAHA,ZAGORA,15/01/2025,18/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864401&orgAcronyme=q0x
864426,g3h,518/2025/CSMED/MOEA,Consultation architecturale ouverte,CONSA,Services,L’étude architecturale et le suivi des travaux de mise à niveau du Complexe Sportif de Mediouna,CASABLANCA AMENAGEMENT SA,CASABLANCA,07/01/2025,11/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864426&orgAcronyme=g3h
864431,d4q,PM2127194/2025/DXM,Appel d'offres ouvert,AOO,Services,Prestation de service pour l'entretien des installations mécaniques de la Direction Exploitation Mohemmadia,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,MOHAMMADIA,07/01/2025,28/01/2025 09:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864431&orgAcronyme=d4q
864433,a1t,20/2025/APDN,Appel d'offres ouvert,AOO,Travaux,"Construction des administrations (Ouezzane, Zoumi & Sidi Redouane) et des murs de clôtures (Ouezzane, Brikcha & Lamjaara)",AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,OUEZZANE,07/01/2025,30/01/2025 14:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864433&orgAcronyme=a1t
864434,d4q,PM2127229/2025/DXM,Appel d'offres ouvert,AOO,Fournitures,Fourniture des consommables mécaniques pour la Direction Exploitation Mohemmadia,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,MOHAMMADIA,07/01/2025,28/01/2025 09:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864434&orgAcronyme=d4q
864437,a1t,37/2025/apdn,Appel d'offres ouvert simplifié,AOS,Services,"Actualisation des études techniques et suivi général des travaux de voirie à la commune Bahraouyine, province de Fahs Anjra - tranche 2",AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,FAHS-ANJRA,07/01/2025,22/01/2025 14:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864437&orgAcronyme=a1t
864442,d4q,PM2127218/2025/DXM,Appel d'offres ouvert,AOO,Fournitures,Fourniture des piéces de rechange pour pompes lavage grille en service à la Direction Exploitation Mohemmadia,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,MOHAMMADIA,07/01/2025,28/01/2025 09:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864442&orgAcronyme=d4q
864443,d4q,PM3126462/2025/DXM,Appel d'offres ouvert,AOO,Services,"Prestation de service pour : Fourniture, installation et contrat d'entretien systématique des éléments modulaires à poudre (EMP) de lutte contre l'incendie des tranches 1 et 2 de la Direction Exploitation Mohemmadia pour une durée de 3 années ( marché cadre)",OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,MOHAMMADIA,07/01/2025,28/01/2025 09:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864443&orgAcronyme=d4q
864461,d4q,73/DR8/C/2024,Appel d'offres ouvert,AOO,Travaux,Réhabilitation des filtres à sables de l’ancienne station de dessalement de Laâyoune,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,LAAYOUNE,07/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864461&orgAcronyme=d4q
864464,h5r,01/2025,Appel d'offres ouvert,AOO,Services,LOCATION DE L'ABATTOIR COMMUNAL DE SIDI BETTACHE POUR 2025,Commune rurale de SIDI BETTACH,BENSLIMANE,07/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864464&orgAcronyme=h5r
864465,m8x,07/2025/C.TT,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION D’UN POSTE DE TRANSFORMATION AU PARC COMMUNAL DE TAN-TAN. PROVINCE DE TAN-TAN,Commune urbaine de TAN-TAN,TAN-TAN,10/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864465&orgAcronyme=m8x
864466,d0q,OA/01/2025COA,Appel d'offres ouvert,AOO,Services,"Gestion déléguée de parkings de stationnement des voitures, camions et vélos de la Commune d’Ouad Amlil - Province de Taza-",Commune urbaine de OUAD AMLIL,TAZA,07/01/2025,31/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864466&orgAcronyme=d0q
864476,q1s,3/2025/DRA/GON/DSF,Appel d'offres ouvert simplifié,AOS,Fournitures,ACHAT DE FOURNITURES POUR LE MATERIEL INFORMATIQUE AU PROFIT DE LA DIRECTION REGIONALE DE L’AGRICULTURE DE GUELMIM OUED NOUN ET SES STRUCTURES.,DIRECTEUR REGIONAL D'AGRICULTURE DE LA REGION GUELMIM -OUED NOUN,Province d'Assa Zag,13/01/2025,27/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864476&orgAcronyme=q1s
864478,d4q,74/DR8/C/2024,Appel d'offres ouvert,AOO,Travaux,Maintenance des circuits pneumatiques des stations relevant de SP8/1,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,LAAYOUNE,07/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864478&orgAcronyme=d4q
864481,g3h,02/2025,Appel d'offres ouvert,AOO,Fournitures,FOURNITURE DES RUCHES PEUPLEES EN ABEILLES JAUNES ET MATERIEL APICOLE –PROGRAMME EXCEPTIONNEL 2023 DE SOUTIEN DE 200 COOPERATIVE A LA PROVINCE D’OUARZAZATE,GOUVERNEUR DE OUARZAZATE,OUARZAZATE,07/01/2025,25/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864481&orgAcronyme=g3h
864482,g3h,436/2024/SRMCS,Appel d'offres ouvert,AOO,Travaux,RENFORCEMENT ET EXTENSION DE LA STATION D'EPURATION DE BOUZNIKA – TRANSFERT DES EAUX EPUREES VERS LE GOLF LA GAZELLE,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,BENSLIMANE,08/01/2025,04/02/2025 09:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864482&orgAcronyme=g3h
864493,q0x,01/2025,Appel d'offres ouvert,AOO,Services,LOCATION PARKING DU 17/2/2025 AU 31/12/2025 COMMUNE AIT ISHAK PROVINCE KHENIFRA,Commune rurale de AIT ISHAQ,KHENIFRA,09/01/2025,12/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864493&orgAcronyme=q0x
864495,a1t,29/2025/apdn,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION D’UN PARKING COUVERT A LA VILLE DE CHEFCHAOUEN PROVINCE DE CHEFCHAOUEN,AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,CHEFCHAOUEN,07/01/2025,30/01/2025 14:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864495&orgAcronyme=a1t
864498,g8e,01/2025/DRDE/ERRACHIDIA,Appel d'offres ouvert simplifié,AOS,Services,"LE NETTOYAGE ET LA MAINTENANCE EN PARFAIT ETAT DE PROPRETE, EN LOT UNIQUE, DES LOCAUX DE LA DIRECTION REGIONALE DES DOMAINES DE L’ETAT D’ERRACHIDIA , DE LA DELEGATION DES DOMAINES DE L’ETAT D’ERRACHIDIA ET D’OUARZAZATE",DIRECTION REGIONALE DES DOMAINES DE L’ETAT D’ERRACHIDIA,ERRACHIDIA,09/01/2025,22/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864498&orgAcronyme=g8e
864499,g8e,A014/RRA/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE RAVALEMENT DES FACADES AU QUARTIER OCEAN DANS LA VILLE DE RABAT,RABAT REGION AMENAGEMENT,RABAT,07/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864499&orgAcronyme=g8e
864500,g8e,A015/RRA/2025,Appel d'offres ouvert,AOO,Services,MISSION D’AUDIT FINAL DE CENTRE D'ARCHIVAGE ET DE LOGISTIQUE DU CONSEIL SUPERIEUR DU POUVOIR JUDICIAIRE A HAY RYAD - RABAT,RABAT REGION AMENAGEMENT,RABAT,07/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864500&orgAcronyme=g8e
864503,f9f,01/TIZ/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’AMENAGEMENT DU SIEGE DE LA CT TIZGZAOUINE PROVINCE TAROUDANT,C.T. de TIZGZAOUINE,MAROC,07/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864503&orgAcronyme=f9f
864504,g3h,01/2025,Appel d'offres ouvert simplifié,AOS,Services,La réalisation des prestations d’intérim au profit du Centre régional d’investissement de la région Casablanca Settat,CENTRE REGIONAL D'INVESTISSEMENT - REGION CASABLANCA - SETTAT,CASABLANCA,07/01/2025,17/01/2025 09:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864504&orgAcronyme=g3h
864506,q1s,01/2025/ITASBT,Appel d'offres ouvert,AOO,Travaux,Travaux d’aménagement d’un terrain multisports de l’Institut Technique Agricole de Sahel Boutaher Taounate,DIRECTEUR DE L'INSTITUT TECHNIQUE AGRICOLE DE SAHEL BOUTAHER,Province de Tanounate,12/01/2025,27/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864506&orgAcronyme=q1s
864507,g3h,80/2024/S2A,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’AMENAGEMENT DES ANCIENNES PLACES D'APRES SEISME DE LA VILLE D'AGADIR,Société de Développement Local Agadir Souss Massa Aménagement SA,MAROC,07/01/2025,31/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864507&orgAcronyme=g3h
864508,f9f,01/2025,Appel d'offres ouvert,AOO,Services,"Location du souk hebdomadaire d’Igli et location parking pour les années 2025-2026-2027,",C.T. de IGLI,Province de Taroudant,07/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864508&orgAcronyme=f9f
864510,f9f,02/2025,Appel d'offres ouvert,AOO,Services,Location de l’abattoir du souk had Igli pour les années 2025-2026-2027.,C.T. de IGLI,Province de Taroudant,07/01/2025,30/01/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864510&orgAcronyme=f9f
864513,q9t,AO76/2024,Appel d'offres ouvert,AOO,Services,"Traitement physique des archives du centre sérums et vaccins (IPM) à Casablanca, Tanger et Tit Mellil.",INSTITUT PASTEUR DU MAROC,Wialaya de Casablanca Anfa,08/01/2025,03/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864513&orgAcronyme=q9t
864514,o8p,TMSA_AOO_23_24,Appel d'offres ouvert,AOO,Services,PRESTATION DE GARDIENNAGE ET DE SURVEILLANCE pour le compte de TMSA ET SES FILIALE,AGENCE SPECIALE TANGER MEDITERRANEE / TANGER MED PORT AUTHORITY,TANGER-ASSILAH,08/01/2025,10/02/2025 16:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864514&orgAcronyme=o8p
864517,o8p,TMSA_AOO_24_24,Appel d'offres ouvert,AOO,Services,LOCATION LONGUE DUREE DE VEHICULES AU PROFIT DE TMSA ET SES FILIALES,AGENCE SPECIALE TANGER MEDITERRANEE / TANGER MED PORT AUTHORITY,TANGER-ASSILAH,08/01/2025,25/01/2025 16:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864517&orgAcronyme=o8p
864520,g8e,ca/03/2025,Consultation architecturale ouverte,CONSA,Travaux,ETUDE ARCHITECTURALE ET SUIVI DES TRAVAUX DE CONSTRUCTION DE 31 SALLES DE CLASSE SIS A LA PROVINCE DE KHOURIBGA,AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,KHOURIBGA,08/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864520&orgAcronyme=g8e
864522,w7t,29JZN2024,Appel d'offres ouvert simplifié,AOS,Fournitures,FOURNITURE ELECTRIQUE,SOCIETE LE JARDIN ZOOLOGIQUE NATIONAL,RABAT,08/01/2025,21/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864522&orgAcronyme=w7t
864523,q1s,01/2025/ITSGRTM,Appel d'offres ouvert simplifié,AOS,Services,PRESTATION DE SERVICES POUR LA RESTAURATION DES ELEVES STAGIAIRES DE L’INSTITUT DES TECHNICIENS SPECIALISES EN GENIE RURAL ET TOPOGRAPHIE DE MEKNES,DIRECTEUR DE L'INSTITUT TECHNIQUE DE GENIE RURAL TOPOGRAPHIE MEKNES,MEKNES,08/01/2025,22/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864523&orgAcronyme=q1s
864527,g3h,386/2024/SRMCS,Appel d'offres ouvert,AOO,Fournitures,"AOO 386-2024 E/F - FOURNITURE, TRANSPORT ET INSTALLATION DE POSTES URBAINS COMPACTS PREFABRIQUES EN BETON HTA/BT",SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,CASABLANCA,08/01/2025,31/01/2025 09:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864527&orgAcronyme=g3h
864534,g3h,002/2025/SDL3TD,Appel d'offres ouvert,AOO,Travaux,Extension du réseau de réutilisation des eaux usées traitées 3ème phase (conduites),SDL - TANGER TETOUAN TRAVAUX DE DISTIBUTION SA,TANGER-ASSILAH,14/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864534&orgAcronyme=g3h
864535,o4d,AOO/01/2025/PSS/MOHAMMEDIA,Appel d'offres ouvert,AOO,Fournitures,"la vente de matériel médical, mobilier médical, installations techniques, matériel informatique, matériel et mobilier de bureau et un lot de ferraille réformés de la polyclinique CNSS MOHAMMEDIA, en lot unique",POLYCLINIQUE CNSS – MOHAMMEDIA,MOHAMMADIA,09/01/2025,03/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864535&orgAcronyme=o4d
864538,g8e,2/AMI/2025,Appel à manifestation d'intérêt,AMI,Fournitures,La mise en vente par l’Office des Changes de mobiliers et matériels réformés.,OFFICE DES CHANGES,RABAT,08/01/2025,15/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864538&orgAcronyme=g8e
864540,g8e,ca/03/2025,Consultation architecturale ouverte,CONSA,Services,ETUDE ARCHITECTURALE ET SUIVI DES TRAVAUX DE CONSTRUCTION DE 31 SALLES DE CLASSE SIS A LA PROVINCE DE KHOURIBGA,AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,KHOURIBGA,08/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864540&orgAcronyme=g8e
864544,j8k,AO/01/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DE CITE UNIVERSITAIRE LOT : PLOMBERIE SANITAIRE- PROTECTION INCENDIE CLIMATISATION- VMC -AIR NEUF- DESENFUMAGE COMMUNE DE FES PREFECTURE DE FES,SOCIETE AL OMRANE FES MEKNES,FES,08/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864544&orgAcronyme=j8k
864546,g3h,01/2025/DSI,Appel d'offres ouvert simplifié,AOS,Services,l’abonnement aux licences des solutions de sécurité informatique de l’Agence Urbaine de Casablanca,AGENCE URBAINE DE CASABLANCA,CASABLANCA,09/01/2025,21/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864546&orgAcronyme=g3h
864569,j8k,01/2025,Appel d'offres ouvert,AOO,Travaux,ACHEVEMENT DES TRAVAUX DE MISE A NIVEAU DES CENTRES DES COMMUNES : SIDI ISHAQ – AKERMOUD – MOULAY BOUZERKTOUN PROVINCE d’ESSAOUIRA,SOCIETE AL OMRANE MARRAKECH - SAFI,ESSAOUIRA,15/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=864569&orgAcronyme=j8k
