ref_consultation,org_acronyme,reference,type_procedure,type_procedure_abbrev,categorie,objet,acheteur,lieu_execution,date_publication,date_limite,statut,url
786180,z7r,001/2024/DRFPMarrakech,Appel d'offres ouvert simplifié,AOS,Services,gardiennage et surveillance des locaux administratifs du siège de la Délégation Régionale de la Formation Professionnelle de Marrakech.,DELEGUE REGIONAL DE LA FORMMATION PROFESSIONNELLE MARRAKECH,MARRAKECH,09/01/2025,21/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=786180&orgAcronyme=z7r
821986,m8x,01/2025/C.TT,Consultation architecturale ouverte,CONSA,Services,Consultation architecturale et suivi des travaux de construction d’une morgue à la ville de Tan-Tan -Province de Tan-Tan.,Commune urbaine de TAN-TAN,TAN-TAN,08/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=821986&orgAcronyme=m8x
827375,o8p,63/2024/ANEPCO,Appel d'offres ouvert,AOO,Services,CONTROLE ET OPTIMISATION DES ETUDES TECHNIQUES ET CONTROLE DES TRAVAUX DE RECONSTRUCTION DE LA MOSQUÉE TIKID – PROVINCE D’AZILAL,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,MAROC,13/01/2025,18/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=827375&orgAcronyme=o8p
827608,o8p,64/2024/ANEPCO,Appel d'offres ouvert,AOO,Services,ELABORATION DES ETUDES TECHNIQUES ET SUIVI DES TRAVAUX DE RECONSTRUCTION DE LA MOSQUÉE TIKID – PROVINCE D’AZILAL,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,MAROC,10/01/2025,19/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=827608&orgAcronyme=o8p
828144,o8p,67/2024/ANEPCO,Appel d'offres ouvert,AOO,Services,CONTROLE ET OPTIMISATION DES ETUDES TECHNIQUES ET CONTROLE DES TRAVAUX DE RECONSTRUCTION DE LA MOSQUÉE ATIQ – A ZAOUIAT CHEIKH – PROVINCE DE BENI MELLAL,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,BENI MELLAL,13/01/2025,10/03/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=828144&orgAcronyme=o8p
829354,o8p,69/2024/ANEPCO,Appel d'offres ouvert,AOO,Services,"ETUDE GEOTECHNIQUE, RECEPTION DE FONDS DE FOUILLES ET CONTROLE DE QUALITE DES TRAVAUX de RECONSTRUCTION DE LA MOSQUÉE ATIQ – A ZAOUIAT CHEIKH – PROVINCE DE BENI MELLAL",DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,BENI MELLAL,13/01/2025,14/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=829354&orgAcronyme=o8p
829478,o8p,70/2024/ANEPCO,Appel d'offres ouvert,AOO,Services,CONTROLE ET OPTIMISATION DES ETUDES TECHNIQUES ET CONTROLE DES TRAVAUX DE RECONSTRUCTION DE LA MOSQUÉE HAY BOUDRAA – PROVINCE DE KHENIFRA,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,MAROC,13/01/2025,20/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=829478&orgAcronyme=o8p
829483,o8p,71/2024/ANEPCO,Appel d'offres ouvert,AOO,Services,ELABORATION DES ETUDES TECHNIQUES ET SUIVI DES TRAVAUX DE RECONSTRUCTION DE LA MOSQUÉE HAY BOUDRAA – PROVINCE DE KHENIFRA,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,MAROC,10/01/2025,25/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=829483&orgAcronyme=o8p
829530,o8p,72/2024/ANEPCO,Appel d'offres ouvert,AOO,Services,"ETUDE GEOTECHNIQUE, RECEPTION DE FONDS DE FOUILLES ET CONTROLE DE QUALITE DES TRAVAUX DE RECONSTRUCTION DE LA MOSQUÉE HAY BOUDRAA – PROVINCE DE KHENIFRA",DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,MAROC,13/01/2025,20/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=829530&orgAcronyme=o8p
833115,q9t,49/2024/DRSPSGON,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE REHABILITATION DES ETABLISSEMENTS DE SOINS DE SANTÉ PRIMAIRES DE LA REGION GUELMIM OUED NOUN : PROVINCE GUELMIM CSR1 ASSRIR / CSR1 AFERKET) LOT UNIQUE,DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,11/01/2025,11/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=833115&orgAcronyme=q9t
833128,q9t,51/2024/DRSPSGON,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE REHABILITATION DES ETABLISSEMENTS DE SOINS DE SANTE PRIMAIRES RELEVANT DE LA PROVINCE DE SIDI IFNI : CSR2 TIOUGHZA. LOT UNIQUE,DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,SIDI IFNI,11/01/2025,11/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=833128&orgAcronyme=q9t
833290,o8p,50/2024,Appel d'offres ouvert,AOO,Services,Etude de modernisation de La RR 301 Du PK 22+000 Au PK 67+000 - Province d’El Jadida –,DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A EL JADIDA,EL JADIDA,07/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=833290&orgAcronyme=o8p
836781,d4q,21/DRSI/2024,Appel d'offres ouvert,AOO,Fournitures,renouvellement de licences des solutions informatiques du Département du Développement Durable relevant du Ministère de la Transition Energétique et du Développement Durable -lot unique-.,MINISTÈRE DE LA TRANSITION ENERGÉTIQUE ET DU DÉVELOPPEMENT DURABLE – DÉPARTEMENT DU DÉVELOPPEMENT DURABLE,TANGER-ASSILAH,03/01/2025,14/02/2025 10:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=836781&orgAcronyme=d4q
837357,a1z,01/2025/BR,Appel d'offres ouvert simplifié,AOS,Services,La mobilisation de matériels et équipements pour l'organisation des évènements pour le compte de la Région Casablanca-Settat,REGION CASABLANCA-SETTAT,CASABLANCA,06/01/2025,28/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=837357&orgAcronyme=a1z
843193,p1v,12/2024,Appel d'offres ouvert simplifié,AOS,Fournitures,acquisition d’un motocycle,Commune rurale de OULAD AISSA,EL JADIDA,02/01/2025,14/01/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=843193&orgAcronyme=p1v
846012,g8e,54/2024/DGI,Appel d'offres ouvert,AOO,Fournitures,"L'acquisition, installation et la mise en service d'une plateforme de commutation pour le compte de la Direction Générale des Impôts-Lot unique-",DIRECTEUR DES IMPOTS -RABAT,RABAT,06/01/2025,28/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=846012&orgAcronyme=g8e
846677,o8p,97/2024/ANEPCO,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE FLUIDES RELATIFS AU PROJET DE CONSTRUCTION DE L’HÔPITAL REGIONAL DE BENI MELLAL,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,BENI MELLAL,08/01/2025,24/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=846677&orgAcronyme=o8p
847356,s3z,20/2024,Appel d'offres ouvert,AOO,Services,"Etude technique et suivi des travaux des projets suivants : -Aménagement de L’avenue Sahara Al maghribia -Aménagement des rues des quartiers FARAH, YASMINA, ESSAFAA, SARGHINI ET AL JAMIA ALARABIA A la commune de khemisset (en lot unique).",Commune urbaine Khemisset,KHEMISSET,03/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=847356&orgAcronyme=s3z
847806,l1f,01/C.T.T./2025,Consultation architecturale ouverte,CONSA,Services,étude architecturale et suivi des travaux de la mise a niveau de la plage oued elmarsa commune taghramt province fahs-anjra,Commune TAGHRAMT,FAHS-ANJRA,06/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=847806&orgAcronyme=l1f
847969,o8p,09/2025/ANEPCO,Appel d'offres ouvert,AOO,Services,RECEPTION DE FONDS DE FOUILLES ET CONTROLE DE QUALITE DES TRAVAUX CONSTRUCTION DU SIEGE DE LA DIRECTION REGIONALE DES IMPOTS DE BENI MELLAL.,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,BENI MELLAL,08/01/2025,11/02/2025 14:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=847969&orgAcronyme=o8p
848949,o8p,99/2024/ANEPCO,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX DE CONSTRUCTION D’UNE PISCINE COUVERTE, DEUX TERRAINS DE MINI-FOOTBALL EN GAZON SYNTHETIQUE, DEUX COURTS DE TENNIS ET DEUX TERRAINS OMNISPORTS A LA VILLE NOUVELLE DE ZENATA",DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,MAROC,15/01/2025,19/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=848949&orgAcronyme=o8p
850175,m8x,03/2024/CA/BR/RGON,Concours Architectural,CONCA,Services,L’ELABORATION DES ETUDES ARCHITECTURALES ET SUIVI DES TRAVAUX D’AMENAGEMENT DE LA CORNICHE DE SIDI IFNI.,REGION DE GUELMIM - OUED NOUN,SIDI IFNI,03/01/2025,18/02/2025 10:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=850175&orgAcronyme=m8x
850468,m8x,05/2024/CA/BR/RGON,Concours Architectural,CONCA,Services,"L’élaboration des études architecturales et suivi des travaux d’aménagement des avenues : Hassan 2, la plage et Bir Anzarane à la ville de Tan Tan",REGION DE GUELMIM - OUED NOUN,TAN-TAN,03/01/2025,20/02/2025 10:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=850468&orgAcronyme=m8x
850470,m8x,06/2024/CA/BR/RGON,Consultation architecturale ouverte,CONSA,Services,"Etude architecturale et suivi des travaux d’aménagement de la place 20 Août et la route Menant à l'institut des Mines, la faculté et la route de Guelmim COMMUNE D’ASSA.",REGION DE GUELMIM - OUED NOUN,ASSA-ZAG,06/01/2025,31/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=850470&orgAcronyme=m8x
851300,g3h,32/24/BG,Appel d'offres ouvert,AOO,Fournitures,ACHAT DE MATERIEL INFORMATIQUE ET LOGICIEL DESTINES AU SIEGE DE LA PREFECTURE DE RABAT ET ANNEXES ADMINISTRATIVES RELEVANT DE LA PREFECTURE DE RABAT,WALI DE LA REGION RABAT-SALE-ZEMOUR ZAIR ET GOUVERNEUR DE LA PREFECTURE DE RABAT,RABAT,02/01/2025,13/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=851300&orgAcronyme=g3h
851599,p8x,26/PRDEDCEI/2024,Appel d'offres ouvert,AOO,Services,"la production des supports didactiques de l’école de la deuxième chance « manuels et guides : curriculum de l’insertion scolaire, curriculum de l’insertion dans la formation professionnelle, et curriculum des centres de deuxième chance nouvelle génération » destinés aux bénéficiaires des cours de l’école de la deuxième chance en lot unique.",Ministère de l’Education Nationale du Préscolaire et des Sports,TANGER-ASSILAH,07/01/2025,04/02/2025 10:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=851599&orgAcronyme=p8x
851865,g3h,01/SAP/2025,Appel d'offres ouvert,AOO,Services,"Maintenance et entretien des ascenseurs installés aux sièges de la Préfecture de Police de Kénitra, du District de Police Mehdia et le Commissariat de Circonscription de Souk El Arbaa du Gharb (en lot unique).",CHEF DE LA SURETE PROVINCIAL DE KENITRA,KENITRA,03/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=851865&orgAcronyme=g3h
852556,g3h,33/24/BG,Appel d'offres ouvert,AOO,Travaux,Travaux d’aménagement et d’installation aux bâtiments administratifs abritant le poste de contrôle PCC - Préfecture de Rabat,WALI DE LA REGION RABAT-SALE-ZEMOUR ZAIR ET GOUVERNEUR DE LA PREFECTURE DE RABAT,RABAT,02/01/2025,27/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=852556&orgAcronyme=g3h
852645,q1s,26/2024/DRATTH/DPSA,Appel d'offres ouvert,AOO,Services,"« la réalisation des enquêtes statistiques sur l’élevage au profit de la Direction Régionale de l’Agriculture de Tanger-Tétouan-Al-Hoceima, (collecte des données de terrain) » Marché reconductible.",DIRECTEUR REGIONAL D'AGRICULTURE DE LA REGION TANGER - TETEOUAN - ALHOCAIMA,TANGER-ASSILAH,11/01/2025,03/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=852645&orgAcronyme=q1s
852648,q1s,27/2024/DRATTH/DPSA,Appel d'offres ouvert,AOO,Services,« Réalisation des enquêtes statistiques sur le rendement objectif communal au profit de la Direction Régionale de l’Agriculture de Tanger-Tétouan-Al Hoceima» -Marché reconductible.,DIRECTEUR REGIONAL D'AGRICULTURE DE LA REGION TANGER - TETEOUAN - ALHOCAIMA,TANGER-ASSILAH,11/01/2025,22/01/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=852648&orgAcronyme=q1s
852983,o8p,20/ESSP/2024/ANEPCO,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE MISE A NIVEAU DES ÉTABLISSEMENTS DE SOINS DE SANTÉ PRIMAIRES – PROVINCE DE SIDI BENNOUR : - CSR GHNADRA - CSR1 RIOUNI,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,MAROC,08/01/2025,11/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=852983&orgAcronyme=o8p
853030,q9t,12/2024,Appel d'offres ouvert simplifié,AOS,Services,"MAINTENANCE PREVENTIVE ET CORRECTIVE DES INSTALLATION TECHNIQUES ELECTRIQUES DU CENTRE HOSPITALIER PREFECTORAL DE SALE, RESERVE AUX PETITES ET MOYENNES ENTREPRISES. COOPERATIVE OU UNION DE COOPERATIVES ET AUTO-ENTREPRENEUR",CENTRE HOSPITALIER PREFECTORAL DE SALE,SALE,08/01/2025,23/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=853030&orgAcronyme=q9t
854124,j0w,126/2024/CM,Appel d'offres ouvert,AOO,Travaux,Travaux d’aménagement et d’embellissement de la route de Fés à la ville de Marrakech –Lot Espace verts,Commune urbaine de MARRAKECH,MARRAKECH,11/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=854124&orgAcronyme=j0w
854125,j0w,127/2024/CM,Appel d'offres ouvert,AOO,Travaux,Travaux d’aménagement et d’embellissement de la route Inara à la ville de Marrakech –Lot Espace verts,Commune urbaine de MARRAKECH,MARRAKECH,11/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=854125&orgAcronyme=j0w
854867,a1z,01/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE RESTAURATION DES FAÇADES ET L’AMÉNAGEMENT DU CIMETIÈRE A LA COMMUNE DE TIT MELLIL,Commune urbaine de TIT MELLIL,MEDIOUNA,09/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=854867&orgAcronyme=a1z
855433,a1z,08/CC/2025,Appel d'offres ouvert,AOO,Travaux,CONSTRUCTION DE TERRAIN DE SPORT (Marché unique),Commune urbaine de CASABLANCA,CASABLANCA,03/01/2025,28/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=855433&orgAcronyme=a1z
855767,f9f,11/BP/2024,Appel d'offres ouvert simplifié,AOS,Travaux,Travaux d’aménagement du local administratif du conseil préfectoral d’Agadir Ida Outanane.,PREFECTURE de AGADIR IDAOUTANANE,AGADIR IDA OU TANANE,15/01/2025,04/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=855767&orgAcronyme=f9f
855783,o8p,56/2024/DPETLM,Appel d'offres ouvert,AOO,Services,Contrôle topographique des travaux de dédoublement de la RR 707 entre PK0+000 et PK 10+459 –Province d’El Hajeb –,LE DIRECTEUR PROVINCIAL DE L'EQUIPEMENT ET DU TRANSPORT ET DE LA LOGISTIQUE DE MEKNES,EL-HAJEB,03/01/2025,17/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=855783&orgAcronyme=o8p
855963,z9k,01/2025/CBM,Appel d'offres ouvert,AOO,Services,ETUDE POUR LA MISE EN PLACE D'UN SYSTEME D'ADRESSAGE DANS LA VILLE DE BENI MELLAL,COMMUNE BENI MELLAL,BENI MELLAL,09/01/2025,10/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=855963&orgAcronyme=z9k
856293,q9t,01/2025,Appel d'offres ouvert simplifié,AOS,Fournitures,Achat des tenues de stage au profit de l’institut supérieur des professions infirmières et techniques de santé Casablanca et annexe Settat.,INSTITUT SUPERIEUR DES PROFESSIONS INFIRMIERES ET TESCHNIQUES DE SANTE - CASABLANCA,CASABLANCA,13/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=856293&orgAcronyme=q9t
857938,f9f,70/2024,Appel d'offres ouvert,AOO,Services,"Prestation de Réception pause-café, déjeuner, diner dans le cadre des sessions et activités du Conseil de la Région Souss Massa",REGION DE SOUS-MASSA,AGADIR IDA OU TANANE,06/01/2025,10/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=857938&orgAcronyme=f9f
858142,a1z,10/CC/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’AMÉNAGEMENT ET DE RÉHABILITATION DES BÂTIMENTS SOCIAUX DE LA COMMUNE DE CASABLANCA (marché unique),Commune urbaine de CASABLANCA,CASABLANCA,09/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=858142&orgAcronyme=a1z
858504,a1z,11/CC/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION D’UN CENTRE MULTIDISCIPLINAIRE D’HÉBERGEMENT ET D’ACCUEIL DES JEUNES LOT : GROS ŒUVRE-ÉTANCHÉITÉ-AMÉNAGEMENT EXTÉRIEUR,Commune urbaine de CASABLANCA,CASABLANCA,14/01/2025,10/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=858504&orgAcronyme=a1z
858688,p1v,04/2024,Appel d'offres ouvert simplifié,AOS,Travaux,ELECTRIFICATION EN BASSE TENSION DES LOGEMENTS SIS AUX DOUARS A LA COMMUNE EL GUENTOUR (1ème TRANCHE).,Commune EL GANTOUR,YOUSSOUFIA,09/01/2025,21/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=858688&orgAcronyme=p1v
859123,i1t,27/2024,Appel d'offres ouvert,AOO,Travaux,travaux d’entretien courant de la voirie de la commune de Kenitra.,Commune urbaine de KENITRA,Province de Kenitra,02/01/2025,28/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=859123&orgAcronyme=i1t
859467,g3h,16/PK/BG/2024,Appel d'offres ouvert,AOO,Travaux,"travaux d’aménagement des administrations territoriales relevant de la Province de Kenitra, répartis en deux (02) lots : Lot 01 : Travaux d'aménagement des administrations territoriales relevant de la province de Kenitra : Annexe 1, Caïdat Ameur Seflia, Caïdat Mnasra et Caïdat Benmansour Lot 02 : Travaux d'aménagement des administrations territoriales relevant de la province de Kenitra : Caïdat Mograne, Caïdat Arbaoua, Caïdat Lalla Mimouna et Caïdat Sidi Boubker el Hajj.",GOUVERNEUR PROVINCIAL DE KENITRA,KENITRA,02/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=859467&orgAcronyme=g3h
859496,i1t,18/PK/BP/2024,Appel d'offres ouvert,AOO,Fournitures,fourniture et pose de mobilier pour la salle de réunion du Conseil Provincial de Kenitra -lot unique.,Province de KENITRA,KENITRA,06/01/2025,04/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=859496&orgAcronyme=i1t
859522,g3h,18/PK/BG/2024,Appel d'offres ouvert,AOO,Fournitures,"Equipement de Huit (08) postes de commandement relevant de la province de Kenitra en matériel informatique : Annexe 1, Caïdat Ameur Seflia, Caïdat Mnasra et Caïdat Benmansour,Caïdat Mograne, Caïdat Arbaoua, Caïdat Lalla Mimouna et Caïdat Sidi Boubker el Hajj.",GOUVERNEUR PROVINCIAL DE KENITRA,KENITRA,07/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=859522&orgAcronyme=g3h
859589,o8p,36/2024,Appel d'offres ouvert,AOO,Travaux,"Programme de réhabilitation des zones sinistrées par les inondations dans le Sud-Est du Royaume, travaux de réparation des dégâts de crues des routes suivantes : - la RN9 du PK 348+500 au PK 431+000 et du PK 442 au PK 461 ; - la RR 111 du PK 0+000 au PK 31+000 ; - la RR 108 du PK 0+000 au PK 37+000 ; - la RP 1506 du PK 0+000 au PK 62+000, Province d’Ouarzazate",DIRECTEUR PROVINCIAL DE L'EQUIPEMENT OUARZAZAT,OUARZAZATE,08/01/2025,04/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=859589&orgAcronyme=o8p
859598,o8p,37/2024,Appel d'offres ouvert,AOO,Travaux,"Programme de réhabilitation des zones sinistrées par les inondations dans le Sud-Est du Royaume, travaux de réparation des dégâts de crues sur les routes suivantes : - la RN 10 du PK 222+000 au PK 342+000 et du PK 346 +000 au PK 414 +000 ; - La RN 23 du PK 348+200 au PK 370 +732 et du PK 371+300 au PK 402+000 ; - La RP 1502 du 0+000 au PK 67+000 ; - La RP 1507 du PK 0+000 au PK 55+000. Province d'Ouarzazate",DIRECTEUR PROVINCIAL DE L'EQUIPEMENT OUARZAZAT,OUARZAZATE,10/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=859598&orgAcronyme=o8p
860398,q9t,17/2024,Appel d'offres ouvert simplifié,AOS,Services,"LA MAINTENANCE PREVENTIVE ET CORRECTIVE DES INSTALLATIONS TECHNIQUES DES FLUIDES MEDICAUX DU CENTRE HOSPITALIER PREFECTORAL DE SALE,",CENTRE HOSPITALIER PREFECTORAL DE SALE,SALE,06/01/2025,20/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=860398&orgAcronyme=q9t
860655,q9t,63/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,"FOURNITURE, INSTALLATION ET MISE EN MARCHE DE MATERIEL MEDICO-TECHNIQUES DESTINES AUX ESSP RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN Allotis (0 2 lots séparés): LOT N°01: Equipements d'imagerie médicale LOT N° 02: Equipements d'ophtalmologie",DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,08/01/2025,04/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=860655&orgAcronyme=q9t
860737,q9t,64/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,"FOURNITURE, INSTALLATION ET MISE EN MARCHE DE MATERIEL MEDICO-TECHNIQUES DESTINES AUX ESSP RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN » allotis : (02 lots séparer) Lot N°01 : Equipements d'anesthésie et soins intensifs Lot N°02 : Matériel médical pour la pneumologie",DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,08/01/2025,04/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=860737&orgAcronyme=q9t
860818,q1s,01/2025,Appel d'offres ouvert simplifié,AOS,Services,La Surveillance et le Gardiennage des bâtiments administratifs et des locaux de l’Institut des Techniciens Spécialisés en Agriculture de Guelmim,DIRECTEUR DE L'INSTITUT TECHNIQUE AGRICOLE DE GUELMIM,GUELMIM,07/01/2025,20/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=860818&orgAcronyme=q1s
860849,q1s,04/2025/DRAFM,Appel d'offres ouvert simplifié,AOS,Services,Frais d’organisation et prise en charge des membres de jury chargés de l’évaluation de qualité d’huile d’olive vierge extra de au titre de la campagne agricole 2024/2025.,DIRECTEUR REGIONAL D'AGRICULTURE DE LA REGION FES -MEKNES,FES,07/01/2025,20/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=860849&orgAcronyme=q1s
