ref_consultation,org_acronyme,lot_numero,lot_intitule,categorie,description,estimation_ttc,caution_provisoire,qualifications,agrements,variante,reserve_pme
842569,q9t,1,,Services,,390000.0,7000.0,,,False,False
842596,l1f,1,,Travaux,,7591206.86,150000.0,Equipement / V- Amenagement d'espaces verts et jardins / V.1- aménagement d'espaces verts et jardins / Classe 1,,False,False
843763,h5j,1,Achat de médicaments,Fournitures,,800000.7,15000.0,,,False,False
843763,h5j,10,Achat de médicaments,Fournitures,,700000.45,13000.0,,,False,False
843763,h5j,2,Achat de médicaments,Fournitures,,500000.25,8000.0,,,False,False
843763,h5j,3,Achat de médicaments,Fournitures,,600000.49,10000.0,,,False,False
843763,h5j,4,Achat de médicaments,Fournitures,,800000.7,15000.0,,,False,False
843763,h5j,5,Achat de médicaments,Fournitures,,600000.49,10000.0,,,False,False
843763,h5j,6,Achat de médicaments,Fournitures,,800000.7,15000.0,,,False,False
843763,h5j,7,Achat de médicaments,Fournitures,,400000.54,4000.0,,,False,False
843763,h5j,8,Achat de médicaments,Fournitures,,600000.49,10000.0,,,False,False
843763,h5j,9,Achat de médicaments,Fournitures,,600000.49,10000.0,,,False,False
844295,q9t,1,,Fournitures,,1650000.0,20000.0,,,False,False
844332,p8x,1,,Fournitures,,2217080.0,40000.0,,,False,False
844694,o8p,1,,Travaux,,59198898.0,1100000.0,"Equipement / J- Electricite / J.2- Travaux d'installation des équipements électriques et d'automatisme / Classe 1 Equipement / J- Electricite / J.6- Réalisation de réseau électrique MT et transformation MT-BT et réseaux basse tension / Classe 1 Equipement / K- Courants faibles, traitement acoustique et audio-visuel / K.6- Pré-câblage et réseau informatique / Classe 1 Equipement / K- Courants faibles, traitement acoustique et audio-visuel / K.7- Détection et protection incendie et extinction automatique / Classe 1",,False,False
844798,k2q,1,"9 Avril 1947, Abdelmoumen, Ahmed El Hansali, Al Wahda, Complexe Allal El Fassi, Aoulouz, Asfalou, Bab Louta, Barrage sur Oued Za, Hassan II, Ibn Battouta, Idriss 1er, Mohamed Ben Abdelkrim Khattabi, Mokhtar Soussi, My Hassan 1er, Oued El Makhazine, Prince Moulay Abdallah, Sidi Chahed, Smir, Sidi Mohamed Ben Abdellah, Nakhla, Tanger-Méditerranée, Chefchaouen, Tamalout, Charif Al Idrissi, Dar Khrofa, M’dez, Béni Azimane, Targa ou Madi et Kheng Grou.",Services,,16200000.0,50000.0,,"D5. Ouvrages d'art D6. Barrages D20- Géologie, géophysique, hydrologie, hydrogéologie",False,False
844798,k2q,2,"Ait Messaoud, Al Massira, Bouhouda, Tamesna, Dkhila, Garde Loukkos, Garde Sebou, Hassan Addakhil, S.M.Ben Slimane Jazouli, Mechra Homadi, Mohamed V, My Hassan Bel Mehdi, Sahla, El Himer, Mazer, Yaacoub El Mansour, Tamedroust-Koudiat El garn, Abou Al Abbass Sabti, Moulay Abderrahmane, Moulay Ali Chrif, Ouljet Essoltane, Sidi Abdellah, Kadoussa, Agdez, Tiddas, Fask et Rhiss.",Services,,14820000.0,40000.0,,"D5. Ouvrages d'art D6. Barrages D20- Géologie, géophysique, hydrologie, hydrogéologie",False,False
844798,k2q,3,"Ahl Sous, El Kansra, Enjil, Imi El Kheng, Joumouaa, Lalla Takerkoust, Mansour Eddahbi, My Youssef, Oued El Maleh, Sidi Driss, Timi N’outine, Youssef Ben Tachfine, Ait Ziat, Kharroub, Sidi Abbou, Boulaouane, Timekit, Complexe Sfeissef-Rkiza, Kodiat borna, Oued Lakhdar, Toudgha, Taghzirt et Sakia El Hamra",Services,,12840000.0,30000.0,,"D5. Ouvrages d'art D6. Barrages D20- Géologie, géophysique, hydrologie, hydrogéologie",False,False
845057,g8e,1,,Fournitures,,1485000.0,25000.0,,,False,False
845631,o8p,1,,Travaux,,23424966.0,350000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 2,,False,False
845889,d4q,1,,Travaux,,469252800.0,2500000.0,,,True,False
846471,g8e,1,,Fournitures,,816000.0,9000.0,,,False,True
846760,g3h,1,,Travaux,,2614061.22,52000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 4,,False,False
846960,w9x,1,,Fournitures,,33600000.0,670000.0,,,False,False
846969,o8p,1,,Travaux,,3974550.6,79000.0,Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe 3 Equipement / B- Travaux routiers et voirie urbaine / B.3- Ouvrages d'assainissement routiers et traitement de l'environnement / Classe 3 Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 3,,False,False
848118,k2q,1,,Services,,7737000.0,60000.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES GRANDS BARRAGES / Classe 1,,False,False
848136,g8e,1,,Fournitures,,577800.0,10000.0,,,False,False
848296,q9t,1,,Services,,2906855.03,50000.0,,,False,False
848544,g8e,1,,Fournitures,,1548024.0,30000.0,,,False,False
848934,w9x,1,,Fournitures,,1260000.0,25000.0,,,False,False
848988,g3h,1,,Services,,1872000.0,0.0,,,False,False
849359,h5j,1,,Fournitures,,18000000.0,360000.0,,,False,False
849544,q9t,1,,Fournitures,,3033932.0,60000.0,,,False,False
849857,m8x,1,,Services,,13500000.0,0.0,,,False,False
850181,m8x,1,,Services,,0.0,0.0,,,False,False
850459,m8x,1,,Services,,450000.0,5000.0,,"D17- Voirie, réseaux d'assainissement et eau potable D18- Réseaux d'électricité basse et moyenne tension, réseaux téléphoniques et éclairage public D19- Etudes d'impact sur l'environnement",False,False
850460,m8x,1,,Services,,901200.0,15000.0,,"D17- Voirie, réseaux d'assainissement et eau potable D18- Réseaux d'électricité basse et moyenne tension, réseaux téléphoniques et éclairage public D19- Etudes d'impact sur l'environnement",False,False
850465,m8x,1,,Services,,1092000.0,10000.0,,"D17- Voirie, réseaux d'assainissement et eau potable D18- Réseaux d'électricité basse et moyenne tension, réseaux téléphoniques et éclairage public",False,False
850568,q0x,1,,Services,,300000.0,6000.0,,"D4. Routes, Autoroutes, Transport D14- Calcul de structures pour bâtiments à tous usages D17- Voirie, réseaux d'assainissement et eau potable D18- Réseaux d'électricité basse et moyenne tension, réseaux téléphoniques et éclairage public",False,False
850579,g8e,1,,Travaux,,1212216.0,20000.0,Equipement / A- Construction / A.5- Travaux d’aménagement et de réhabilitation de bâtiments / Classe 4,,False,False
850664,o8p,1,,Fournitures,,72000000.0,1080000.0,,,True,False
850680,o8p,1,,Fournitures,,115200000.0,1728000.0,,,True,False
850748,o8p,1,,Fournitures,,52800000.0,792000.0,,,True,False
850802,g8e,1,,Travaux,,1198752.0,20000.0,Equipement / A- Construction / A.5- Travaux d’aménagement et de réhabilitation de bâtiments / Classe 4,,False,False
850817,h5j,1,Tenue d’Hiver,Fournitures,,14586000.0,290000.0,,,False,False
850817,h5j,2,Tenue d’Eté,Fournitures,,6243000.0,124000.0,,,False,False
850874,m8x,1,,Services,,19400000.0,0.0,,,False,False
850877,l1f,1,,Services,,0.0,2870000.0,,,False,False
850966,k2q,1,,Services,,199200.0,3000.0,,,False,True
851003,g8e,1,,Services,,2799900.0,50000.0,,,False,False
851037,f9f,1,,Services,,300000.0,6000.0,,D13. Etudes générales D19- Etudes d'impact sur l'environnement,False,False
851088,g8e,1,,Fournitures,,2034600.0,25000.0,,,False,False
851257,k2q,1,,Travaux,,4687560.0,90000.0,Equipement / H- Sondages geotechnique et forages hydrogeologique / H.11- Sondages géotechniques peu profonds (<150m) / Classe 1,,False,False
851359,o8p,1,,Services,,90600.0,1800.0,,,False,False
851363,o8p,1,,Services,,65364.0,1300.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DE TERRASSEMENT ET CHAUSSEES AVEC COUCHE DE ROULEMENT EN REVETEMENT SUPERFICIEL / Classe 4 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES OUVRAGES D'ART COURANTS / Classe 4,,False,False
851367,o8p,1,,Services,,140172.0,2800.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DE TERRASSEMENT ET CHAUSSEES AVEC COUCHE DE ROULEMENT EN REVETEMENT SUPERFICIEL / Classe 3 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES OUVRAGES D'ART COURANTS / Classe 4,,False,False
851373,o8p,1,,Services,,233028.0,4600.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DE TERRASSEMENT ET CHAUSSEES AVEC COUCHE DE ROULEMENT EN REVETEMENT SUPERFICIEL / Classe 3 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES CHAUSSEES BITUMINEUSES TYPE-2 A BASE DE MELANGE HYDROCARBONE NON COURANT Y COMPRIS LE CONTROLE DES ETUDES DE FORMULATIONS DE BITUME / Classe 3 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES OUVRAGES D'ART COURANTS / Classe 3,,False,False
851376,o8p,1,,Services,,288000.0,5000.0,,,False,False
851380,o8p,1,,Services,,230580.0,4600.0,,"D4. Routes, Autoroutes, Transport",False,False
851382,o8p,1,,Services,,182400.0,3600.0,,"D4. Routes, Autoroutes, Transport",False,False
851386,o8p,1,,Services,,234000.0,4600.0,,D5. Ouvrages d'art,False,False
851454,d4q,1,Maintenance et remise en état des transformateurs aux postes de la Division Exploitation Transport Casablanca,Travaux,,10949000.0,200000.0,,,False,False
851454,d4q,2,Maintenance et remise en état des transformateurs aux postes de la Division Exploitation Transport El Jadida,Travaux,,10198000.0,200000.0,,,False,False
851515,q9t,1,,Services,,2407122.43,47000.0,,,False,False
851665,x6c,1,,Services,,0.0,48500.0,,,False,False
851738,k2q,1,,Services,,426000.0,7000.0,Laboratoires / ETUDES GEOTECHNIQUES / ESSAIS DE RECONNAISSANCES GEOPHYSIQUES APPLIQUES DANS LE DOMAINE DE BTP / Classe 1,,False,False
851829,o8p,1,,Travaux,,35277649.2,590000.0,Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.3- Ouvrages d'assainissement routiers et traitement de l'environnement / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe S,,False,False
852592,j0w,1,,Services,,8010600.0,100000.0,,,False,False
852844,x6c,1,Fournitures de Bureau,Fournitures,,709610.0,14000.0,,,False,True
852844,x6c,2,Consommables Informatiques,Fournitures,,1555524.0,31000.0,,,False,True
852971,g3h,1,Lot N°1 - Postes Sources Oulad Haddou et Mohammedia,Fournitures,"AOO 372-2024 E/F - Fourniture, Installation et Mise en Service d’un système de détection et d’extinction automatique d’incendie à gaz aux sites de la SRM-CS Lot N°1 - Postes Sources Oulad Haddou et Mohammedia",4431970.13,48000.0,,,True,False
852971,g3h,2,Lot N°2 - Station EAUCEAN,Fournitures,"AOO 372-2024 E/F - Fourniture, Installation et Mise en Service d’un système de détection et d’extinction automatique d’incendie à gaz aux sites de la SRM-CS Lot N°2 - Station EAUCEAN",763426.2,8000.0,,,True,False
852971,g3h,3,"Lot N°3 - Stations : Step Mediouna, El Hank, Cos Zenata, Yaacoub El Mensour et KM8",Fournitures,"AOO 372-2024 E/F - Fourniture, Installation et Mise en Service d’un système de détection et d’extinction automatique d’incendie à gaz aux sites de la SRM-CS Lot N°3 - Stations : Step Mediouna, El Hank, Cos Zenata, Yaacoub El Mensour et KM8",567600.0,6000.0,,,True,False
853140,d4q,1,,Fournitures,,1440000.0,14400.0,,,False,False
853153,g3h,1,Fourniture et Installation d'un système de protection contre l’incendie pour les deux transformateurs de puissance au PS 60/20 kV MOHAMMEDIA,Fournitures,,4063910.38,52000.0,,,True,False
853153,g3h,2,Fourniture et Installation d'un système de protection contre l’incendie pour les trois transformateurs de puissance au PS 60/20 kV CAMIRAN,Fournitures,,6084615.6,80000.0,,,True,False
853153,g3h,3,Fourniture et Installation d'un système de protection contre l’incendie pour les trois transformateurs de puissance au PS 60/20 kV CHAVIGNE,Fournitures,,6084615.6,80000.0,,,True,False
853227,o8p,1,,Travaux,,104853138.0,1800000.0,Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.3- Ouvrages d'assainissement routiers et traitement de l'environnement / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe S,,False,False
853245,o8p,1,,Services,,2002932.0,39000.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DE TERRASSEMENT ET CHAUSSEES AVEC COUCHE DE ROULEMENT EN REVETEMENT SUPERFICIEL / Classe 1 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES CHAUSSEES BITUMINEUSES TYPE-1 A BASE DE MELANGE HYDROCARBONE COURANT / Classe 1 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES CHAUSSEES BITUMINEUSES TYPE-2 A BASE DE MELANGE HYDROCARBONE NON COURANT Y COMPRIS LE CONTROLE DES ETUDES DE FORMULATIONS DE BITUME / Classe 1 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES OUVRAGES D'ART COURANTS / Classe 1,,False,False
853712,q1s,1,,Services,,1700160.0,34000.0,,,False,False
853729,q9t,1,,Fournitures,,2940000.0,50000.0,,,False,False
853754,g3h,1,,Fournitures,,499860.0,9000.0,,,False,True
854060,f9f,1,,Fournitures,,1147200.0,20000.0,,,False,False
854173,q9t,1,Equipements de prothèse conjointe Céramo-Céramique,Fournitures,,1338800.04,20000.0,,,False,False
854173,q9t,2,"Instrumentation, fongible et Consommables dentaires pour prothèse adjointe.",Fournitures,,194351.2,3000.0,,,False,False
854173,q9t,3,Consommables pour prothèse conjointe céramo-céramique,Fournitures,,282024.48,5000.0,,,False,False
854173,q9t,4,"Instrumentation, fongibles et consommables dentaires de prothèse conjointe.",Fournitures,,371570.45,7000.0,,,False,False
854235,m8x,1,,Travaux,,3990270.0,60000.0,Equipement / C- Eau potable - Assainissement - Conduites / C.3- Travaux courants de réseaux d’assainissement et ouvrages annexes / Classe 3,,False,True
854253,o8p,1,,Fournitures,,10764000.0,150000.0,,,False,False
854298,q0x,1,,Services,,13750.0,3000.0,,,False,False
854321,h5r,1,,Services,,10000000.0,0.0,,,False,False
854461,h5r,1,,Services,,71643.0,1430.0,,,False,False
854472,h5r,1,,Fournitures,,1336858.8,26737.0,,,False,False
854609,m8x,1,,Travaux,,2165706.0,43000.0,Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe 3 Equipement / B- Travaux routiers et voirie urbaine / B.3- Ouvrages d'assainissement routiers et traitement de l'environnement / Classe 3 Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 3,,False,True
854648,h5j,1,LOTS 1,Fournitures,,1406400.0,25000.0,,,False,False
854648,h5j,2,LOTS2,Fournitures,,1516800.0,28000.0,,,False,False
854664,h5j,1,,Services,,11833250.0,208000.0,,,False,False
854717,d4q,1,Travaux d’aménagement de la ligne 60 kV n°505 <<SKHIRATE-FOLT>>.,Travaux,Travaux d’aménagement de la ligne 60 kV n°505 <<SKHIRATE-FOLT>>.,8814927.6,100000.0,,,False,False
854717,d4q,2,Renouvellement de la ligne 60 kV n°95 <<LOUKKOS-BEGGARA>>.,Travaux,Renouvellement de la ligne 60 kV n°95 <<LOUKKOS-BEGGARA>>.,10363477.2,200000.0,,,False,False
854825,f8y,1,,Services,,217200.0,4000.0,,"D17- Voirie, réseaux d'assainissement et eau potable",False,False
854856,d4q,1,,Fournitures,,3591100.0,50000.0,,,False,False
855275,o8p,1,,Fournitures,,37752000.0,30000.0,,,False,False
855276,o8p,1,,Fournitures,,66880000.0,30000.0,,,False,False
855278,o8p,1,,Fournitures,,3170000.0,30000.0,,,False,False
855482,p8x,1,,Fournitures,,1435814.16,25000.0,,,False,False
855483,d4q,1,,Travaux,,20000000.0,200000.0,,,False,False
855546,h5j,1,,Travaux,,5994625.2,100000.0,Equipement / L- Menuiserie - Charpente / L.4- Menuiserie aluminium / Classe 3 Equipement / L- Menuiserie - Charpente / L.5- Menuiserie métallique / Classe 3 Equipement / Q- Peinture / Q.1- Peinture générale de bâtiment / Classe 3,,False,False
855558,g8e,1,l’assistance technique pour le développement informatique des corrections et des évolutions des logiciels d’oracle utilisés dans le cadre du système d’information du plan comptable de l’Etat concernant le domaine « Développement de nouvelles fonctionnalités du système »,Services,,1206000.0,20000.0,,,False,False
855558,g8e,2,l’assistance technique pour le développement informatique des corrections et des évolutions des logiciels d’oracle utilisés dans le cadre du système d’information du plan comptable de l’Etat concernant le domaine « Résolution des incidents techniques et amélioration de la performance du système ».,Services,,1206000.0,21000.0,,,False,False
855648,d4q,1,,Fournitures,,630000.0,6300.0,,,False,False
855676,q9t,1,,Services,,5174880.0,0.0,,,False,False
855834,g3h,1,,Travaux,,469538.4,9000.0,,,False,False
855842,f9f,1,,Travaux,,38502378.0,600000.0,Equipement / D- Construction d'ouvrages d'art / D.1- Ouvrages d'art courants en béton armé / Classe 2 Equipement / O- Revetements / O.1- Travaux de revêtements courants / Classe 1 Equipement / J- Electricite / J.4- Travaux d'éclairage public / Classe 3,,False,True
855970,g8e,1,,Travaux,,2736000.0,43000.0,Equipement / A- Construction / A.5- Travaux d’aménagement et de réhabilitation de bâtiments / Classe 4,,False,False
856069,d4q,1,,Fournitures,,660000.0,6600.0,,,False,False
856410,d4q,1,,Travaux,,2400000.0,24000.0,,,False,False
857054,s3d,1,,Fournitures,,14609076.0,200000.0,,,False,False
857075,i1t,1,,Services,,600000.0,12000.0,,,False,False
857078,q1s,1,,Travaux,,1653670.2,30000.0,Agriculture / Aménagement de pistes agricoles et rurales / 7.1.Aménagement de pistes agricoles et rurales / Classe 4,,False,False
857130,g7n,1,,Services,,17031081.6,300000.0,,,False,True
857207,o8p,1,,Fournitures,,108852480.0,30000.0,,,False,False
857217,o8p,1,,Fournitures,,58924800.0,30000.0,,,False,False
857221,o8p,1,,Fournitures,,16513200.0,30000.0,,,False,False
857298,z6n,1,,Fournitures,,3144664.0,60000.0,,,False,False
857300,o8p,1,,Fournitures,,172101600.0,30000.0,,,False,False
857302,g3h,1,,Fournitures,,230000000.0,2300000.0,,,False,False
857886,o8p,1,,Fournitures,,109190400.0,30000.0,,,False,False
857907,q1s,1,,Services,,0.0,0.0,,,False,False
857945,a1z,1,LOT 1 : BOULEVARD ABDELLAH SANHAJI (ENTRE BD AL FIDA ET AV 6 NOVEMBRE) BOULEVARD OUED ZEM (ENTRE AV 6 NOVEMBRE RUE LAGOUIRA Y COMPRIS LA RUE ENTRE BD OUED ZEM ET RUE 68 (PROCHE DE L’AUTOROUTE) RUE WALID SGHIR SUR LE LINÉAIRE TOTAL,Travaux,,78823296.0,1180000.0,Equipement / B- Travaux routiers et voirie urbaine / B.4- Travaux de terrassements et ouvrages d'assainissement sur la voirie urbaine / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe S Equipement / J- Electricite / J.4- Travaux d'éclairage public / Classe 2,,False,False
857945,a1z,2,LOT 2 : BOULEVARD PANORAMIQUE ENTRE BD DE LA MECQUE ET BD MOHAMED VI,Travaux,,66823842.0,1000000.0,Equipement / B- Travaux routiers et voirie urbaine / B.4- Travaux de terrassements et ouvrages d'assainissement sur la voirie urbaine / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe S Equipement / J- Electricite / J.4- Travaux d'éclairage public / Classe 1,,False,False
857945,a1z,3,LOT 3: VOIES AUTOUR DE LA CITE HISTORIQUE D’AIN CHOCK AV DAOURA ENTRE AV MOHAMMED 6 ET BD ZAGORA BD ZAGORA ENTRE AV DAOURA ET BD TEMARA BD TEMARA ENTRE BD FÈS ET BD AL HAOUZ BD AL HAOUZ ENTRE BD FÈS ET BD TEMARA,Travaux,,29826006.0,445000.0,Equipement / B- Travaux routiers et voirie urbaine / B.4- Travaux de terrassements et ouvrages d'assainissement sur la voirie urbaine / Classe 1 Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe 1 Equipement / J- Electricite / J.4- Travaux d'éclairage public / Classe 2,,False,False
857945,a1z,4,LOT 4 : BOULEVARD LALLA ASMAE DU BD OKBA BNOU NAFII AU PK+1100,Travaux,,40702554.0,610000.0,Equipement / B- Travaux routiers et voirie urbaine / B.4- Travaux de terrassements et ouvrages d'assainissement sur la voirie urbaine / Classe S Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe S Equipement / J- Electricite / J.4- Travaux d'éclairage public / Classe 2,,False,False
857966,p8x,1,,Services,,10378961.65,250000.0,,,False,False
858017,g3h,1,,Fournitures,,2398140.0,35972.0,,,False,False
858027,d4q,1,,Travaux,,2186400.0,21900.0,,,False,True
858130,d4q,1,,Travaux,,1200000.0,12000.0,,,False,False
858167,h5r,1,,Travaux,,2736936.0,50000.0,,,False,True
858174,q9t,1,Produits biologiques et chimiques pour l’automate Immunologie AIA 360.,Fournitures,,345105.6,6000.0,,,False,False
858174,q9t,2,Achat de produits biologiques et chimiques pour l'automate Biochimie et automate Hématologie Hémostase,Fournitures,,1700349.6,34000.0,,,False,False
858182,o8p,1,,Fournitures,,8537232.0,30000.0,,,False,False
858183,o8p,1,,Fournitures,,125400.0,30000.0,,,False,False
858184,o8p,1,,Fournitures,,24240270.0,30000.0,,,False,False
858185,o8p,1,,Fournitures,,10396505.0,30000.0,,,False,False
858186,o8p,1,,Fournitures,,3175802.0,30000.0,,,False,False
858189,h5r,1,,Services,,54000.0,1000.0,,,False,True
858198,f9f,1,,Travaux,,2972366.88,50000.0,Equipement / A- Construction / A.6- Travaux de construction des réservoirs courants en béton armé de capacité inférieure ou égale à 1000 m3 / Classe 5 Equipement / C- Eau potable - Assainissement - Conduites / C.1- Réseaux de conduites sous pression de petit diamètre inférieur ou égal à 400 mm et ouvrages annexes / Classe 4,,False,False
858294,j0w,1,,Travaux,,750396.0,12000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 5,,False,False
858372,g3h,1,,Services,,23805662.4,476000.0,,,False,False
858373,q9t,1,,Fournitures,,511291.2,10000.0,,,False,False
858564,d4q,1,,Travaux,,136800.0,0.0,,,False,True
858572,g3h,1,,Travaux,,160298100.0,1610000.0,,,False,True
858589,f9f,1,,Fournitures,,10200.0,500.0,,,False,False
858604,q0x,1,,Fournitures,,900000.0,18000.0,,,False,True
858609,d4q,1,Peinture des lignes du réseau région Agadir,Travaux,Les pièces justificatives à fournir sont celles prévues par l'article 10 du règlement de la consultation.,8072400.0,100000.0,,,False,False
858609,d4q,2,Peinture des lignes du réseau région Dakhla,Travaux,Les pièces justificatives à fournir sont celles prévues par l'article 10 du règlement de la consultation.,17672300.0,200000.0,,,False,False
858609,d4q,3,Peinture des lignes du réseau région Guelmim,Travaux,Les pièces justificatives à fournir sont celles prévues par l'article 10 du règlement de la consultation.,14527600.0,200000.0,,,False,False
858609,d4q,4,Peinture des lignes du réseau région Tantan,Travaux,Les pièces justificatives à fournir sont celles prévues par l'article 10 du règlement de la consultation.,18561300.0,200000.0,,,False,False
858609,d4q,5,Peinture des lignes du réseau région Tarfaya,Travaux,Les pièces justificatives à fournir sont celles prévues par l'article 10 du règlement de la consultation.,9370800.0,100000.0,,,False,False
858609,d4q,6,Peinture des lignes du réseau région Laâyoune,Travaux,Les pièces justificatives à fournir sont celles prévues par l'article 10 du règlement de la consultation.,17584400.0,200000.0,,,False,False
858632,g3h,1,,Travaux,,49743564.0,994000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 1 Equipement / A- Construction / A.3- Travaux de complexité moyenne en béton armé pour bâtiment / Classe 1 Equipement / A- Construction / A.5- Travaux d’aménagement et de réhabilitation de bâtiments / Classe 1,,False,False
858642,i1t,1,,Services,,163200.0,2500.0,,D5. Ouvrages d'art,False,False
858648,f8y,1,,Travaux,,952740.0,17000.0,,,False,False
858650,h5r,1,,Services,,67000.0,1330.0,,"D5. Ouvrages d'art D13. Etudes générales D14- Calcul de structures pour bâtiments à tous usages D17- Voirie, réseaux d'assainissement et eau potable",False,False
858689,x6c,1,,Services,,1920000.0,28800.0,,,False,False
858714,m1i,1,,Fournitures,,10000.0,0.0,,,False,False
858878,o8p,1,,Fournitures,,75240000.0,30000.0,,,False,False
858887,o8p,1,,Fournitures,,90604800.0,30000.0,,,False,False
858895,o8p,1,,Fournitures,,353406240.0,30000.0,,,False,False
858905,o8p,1,,Fournitures,,22651200.0,30000.0,,,False,False
858906,o8p,1,,Fournitures,,62832000.0,30000.0,,,False,False
