ref_consultation,org_acronyme,lot_numero,lot_intitule,categorie,description,estimation_ttc,caution_provisoire,qualifications,agrements,variante,reserve_pme
962991,m1w,2,Lot n° 2 : Région Fès-Meknès-Oujda,Services,L’acquisition de la prestation d’accueil et gardiennage pour le compte de Barid Al-Maghrib : Lot n° 2 : Région Fès-Meknès-Oujda,3536841.6,70000.0,,,False,False
962991,m1w,3,Lot n° 3 : Région Marrakech-Agadir-Laayoune,Services,L’acquisition de la prestation d’accueil et gardiennage pour le compte de Barid Al-Maghrib : Lot n° 3 : Région Marrakech-Agadir-Laayoune,4199731.2,80000.0,,,False,False
962991,m1w,4,Lot n° 4 : Région Rabat-Tanger,Services,L’acquisition de la prestation d’accueil et gardiennage pour le compte de Barid Al-Maghrib : Lot n° 4 : Région Rabat-Tanger,4953110.4,95000.0,,,False,False
962991,m1w,5,Lot n° 5 : Région Casablanca-Settat,Services,L’acquisition de la prestation d’accueil et gardiennage pour le compte de Barid Al-Maghrib : Lot n° 5 : Région Casablanca-Settat,4790160.0,93000.0,,,False,False
963001,y6u,1,,Services,,2500000.0,50000.0,,,False,False
963043,g3h,1,Extension 60 kV des Postes ONEE Taghramt et Jbel Moussa,Travaux,,2051268.0,41000.0,,,False,False
963043,g3h,2,Extension du poste 60/20 kV Fnideq,Travaux,,37426490.0,700000.0,,,False,False
963065,d4q,1,,Services,,3300000.0,50000.0,,,False,False
963109,d4q,1,,Fournitures,,25732245.0,500000.0,,,True,False
963149,d4q,1,,Travaux,,16908200.0,200000.0,,,False,False
963293,g3h,1,Renouvellement du système de traitement d’air au poste source Sidi Othman,Services,,240000.0,3100.0,,,True,False
963293,g3h,2,Renouvellement du système de désenfumage au poste source Sidi Othman,Services,,420000.0,5400.0,,,True,False
963293,g3h,3,Renouvellement du système de traitement d’air au poste source Aïn Harrouda,Services,,600000.0,7800.0,,,True,False
963321,g3h,1,Entretien industriel des STEPs et SPRETs de la SRM-CS,Services,,966600.0,12000.0,,,True,False
963321,g3h,2,"Maintenance des groupes électrogènes, surpresseurs d’air, compresseur d’air et aérateur de surface des STEPs et SPRETs",Services,,1200000.0,15000.0,,,False,False
963321,g3h,3,"Maintenance, entretien et réparation des sous-ensembles dégrilleurs automatiques, vis compacteurs et convoyeurs des STEPs et SPRETs",Services,,1200000.0,15000.0,,,True,False
963321,g3h,4,Maintenance des appareils de levage et rideau de la SRM-CS,Services,,600000.0,7000.0,,,True,False
963321,g3h,5,Entretien des équipements hydrauliques et fourniture des pièces de rechange hydrauliques,Services,,3000000.0,39000.0,,,True,False
963321,g3h,6,Entretien des installations de désodorisation des STEPs,Services,,1200000.0,15000.0,,,True,False
963321,g3h,7,Fourniture des pièces de rechange des pompes d’assainissement de la SRM-CS,Fournitures,,600000.0,7000.0,,,True,False
963350,g3h,1,"Réhabilitation de l’éclairage interieur, exterieur et installations BT dans le poste source Aïn Harrouda",Travaux,,299940.0,3900.0,,,True,False
963350,g3h,2,"Réhabilitation de l’éclairage interieur, exterieur et installations BT dans le poste source Mohammedia",Travaux,,167856.0,2180.0,,,True,False
963350,g3h,3,"Réhabilitation de l’éclairage interieur, exterieur et installations BT dans le poste source Zenata",Travaux,,179820.0,2330.0,,,True,False
963370,g3h,1,Fourniture de matériels informatique,Fournitures,,321480.0,4000.0,,,True,False
963370,g3h,2,Fourniture et installation d’onduleurs de 30 KVA,Fournitures,,396000.0,5000.0,,,True,False
963374,g3h,1,,Travaux,,45468948.0,600000.0,,,False,False
963376,g3h,1,Mise à niveau de la plateforme de sauvegarde et renouvellement du support,Services,,3360000.0,43000.0,,,True,False
963376,g3h,2,Acquisition et mise en oeuvre d’une solution de protection des sauvegardes,Services,,3060000.0,39000.0,,,True,False
963519,x6c,1,,Services,,49800000.0,800000.0,,,False,False
963537,g3h,1,,Services,,10144800.0,100000.0,,"D3. Hydraulique urbaine D7. Travaux maritimes et fluviaux D13. Etudes générales D17- Voirie, réseaux d'assainissement et eau potable D18- Réseaux d'électricité basse et moyenne tension, réseaux téléphoniques et éclairage public D19- Etudes d'impact sur l'environnement",False,False
963600,q9t,1,"La remise en état de fonctionnement, la Maintenance préventive et corrective des Equipements Biomédicaux des RESSP relevant de la délégation du ministère de la santé à la province de Moulay Yacoub » Lot N° 01 : EQUIPEMENT DE L’IMAGERIE MEDICAL",Services,,302400.0,6000.0,,,False,False
963600,q9t,2,"La remise en état de fonctionnement, la Maintenance préventive et corrective des Equipements Biomédicaux des RESSP relevant de la délégation du ministère de la santé à la province de Moulay Yacoub » Lot N° 02 : EQUIPEMENTS DE REANIMATION NEONATALE",Services,,68784.0,1300.0,,,False,False
963622,q9t,1,,Fournitures,,4392600.0,65000.0,,,False,False
963654,d4q,1,,Travaux,,3600000.0,36000.0,,,False,False
963781,g3h,1,,Travaux,,1074076.13,21000.0,,,False,False
964008,d4q,1,,Travaux,,1680000.0,16800.0,,,False,False
964096,t5y,1,,Fournitures,,15789672.0,300000.0,,,False,False
964120,p1v,1,,Services,,493000.0,50000.0,,,False,False
964272,h5r,1,,Fournitures,,631320.0,12000.0,,,False,True
964472,a1z,1,,Services,,11846982.0,237300.0,,,False,False
964518,q1s,1,Lot 1 : STATION DE TRAVAIL,Fournitures,,1144800.0,20000.0,,,False,False
964518,q1s,2,Lot 2 : POSTE DE TRAVAIL,Fournitures,,7257600.0,120000.0,,,False,False
964518,q1s,3,Lot 3 : IMPRIMANTE DE CAISSE,Fournitures,,600000.0,10000.0,,,False,False
964518,q1s,4,Lot 4 : SERVEUR,Fournitures,,5301000.0,95000.0,,,False,False
964518,q1s,5,Lot 5 : CLUSTER,Fournitures,,13737600.0,250000.0,,,False,False
964518,q1s,6,Lot 6 : ENVIRONNEMENT HYPERCONVERGE,Fournitures,,13560000.0,220000.0,,,False,False
964575,d4q,1,,Fournitures,,1800000.0,18000.0,,,False,False
964578,d4q,1,,Travaux,,4000000.0,40000.0,,,False,False
964586,o8p,1,,Fournitures,,54480000.0,817200.0,,,True,False
964597,d4q,1,,Services,,24004224.0,0.0,,,False,False
964701,w6x,1,,Services,,35000000.0,0.0,,,False,False
964772,g3h,1,,Fournitures,,0.0,0.0,,,False,True
964835,g3h,1,,Fournitures,,408000.0,7000.0,,,False,False
964873,i1t,1,,Travaux,,1199476.66,20000.0,,,False,False
964899,h5j,1,,Fournitures,,4593694.8,80000.0,,,False,False
965042,d4q,1,,Travaux,,33792000.0,500000.0,,,False,False
965066,o8p,1,,Fournitures,,1629264.0,24400.0,,,True,False
965113,o8p,1,,Fournitures,,0.0,20000.0,,,False,False
965131,j0w,1,,Travaux,,2680740.0,50000.0,Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe 4 Equipement / B- Travaux routiers et voirie urbaine / B.3- Ouvrages d'assainissement routiers et traitement de l'environnement / Classe 4 Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 4,,False,False
965135,j0w,1,,Travaux,,4312980.0,60000.0,Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe 4 Equipement / B- Travaux routiers et voirie urbaine / B.3- Ouvrages d'assainissement routiers et traitement de l'environnement / Classe 4 Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 4,,False,False
965145,d4q,1,Alimentation en eau potable de la région d’Ait Baha à partir de la station de Dessalement. Lot 1 : Génie Civil et Equipement 1,Travaux,,22300000.0,223000.0,,,False,False
965145,d4q,2,Alimentation en eau potable de la région d’Ait Baha à partir de la station de Dessalement. Lot 2 : Génie Civil et Equipement 2,Travaux,,17000000.0,170000.0,,,False,False
965214,g3h,1,,Services,,17550000.0,0.0,,,False,True
965226,d4q,1,,Fournitures,,5084400.0,100000.0,,,False,False
965349,o8p,1,,Fournitures,,9360000.0,140400.0,,,True,False
965365,q9t,1,,Fournitures,,1199256.0,15000.0,,,False,False
965374,q1s,1,,Travaux,,6885538.0,135000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 3,,False,False
965384,f4g,1,,Services,,140400.0,2800.0,Laboratoires / ETUDES GEOTECHNIQUES / ETUDES GEOTECHNIQUES DES BATIMENTS COURANTS / Classe 4 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DE BATIMENTS COURANTS / Classe 4 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES LOTS SECONDAIRES DES BATIMENTS / Classe 4,,False,False
965402,f4g,1,,Travaux,,7430266.98,148000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 3,,False,False
965406,d4q,1,,Travaux,,35000400.0,0.0,,,True,False
965480,g3h,1,"Travaux de création d’un nouveau départ HTA souterrain à partir du poste Tit Mellil, mise à niveau des boucles du centre Tit Mellil et création des boucles aériennes entre dérivations",Travaux,,9586147.2,125000.0,,,True,False
965480,g3h,2,"Travaux de renouvellement, de renforcement et de mise en conformité des réseaux HTA et des postes HTA/BT au niveau de la province de Médiouna et des arrondissements et de Sidi Moumen, Moulay Rachid et Sidi Othmane",Travaux,,9546471.6,124000.0,,,True,False
965480,g3h,3,"Travaux d’aménagement, de renforcement et de mise en conformité des réseaux Basse Tension",Travaux,,8036088.0,100000.0,,,True,False
965480,g3h,4,"Travaux de création d'un nouveau départ à partir du Poste Source «Sidi Messaoud» à Bouskoura, à boucler avec le départ «Dar Sridj» issu du Poste Source «Tit Mellil»",Travaux,,7224825.6,90000.0,,,True,False
965480,g3h,5,Travaux d’injection des Postes HTA/BT et création des nouveaux départs BT au niveau des villages et agglomérations relevant de la Province de Médiouna,Travaux,,3549064.2,45000.0,,,True,False
965532,p8x,1,,Services,,2402620.0,40000.0,,,False,False
965542,z6n,1,,Fournitures,,2874502.8,57000.0,,,False,False
965584,d4q,1,,Travaux,,22200000.0,222000.0,,,False,False
965594,d4q,1,,Travaux,,3999996.0,0.0,,,False,True
965621,j8k,1,,Travaux,,11631873.6,180000.0,Habitat / 2 Travaux De Voirie / 2.1 Assises non traitées et enduits superficiels. / Classe 4 Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 3,,False,False
965626,g3h,1,,Fournitures,,11750400.0,200000.0,,,False,False
965637,d4q,1,,Services,,199968.0,3000.0,,,False,True
965650,j8k,1,,Travaux,,14327438.4,215000.0,Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe 3 Equipement / C- Eau potable - Assainissement - Conduites / C.3- Travaux courants de réseaux d’assainissement et ouvrages annexes / Classe 4 Habitat / 2 Travaux De Voirie / 2.2 Sans objet. / Classe 4 Habitat / 3 Assainissement - Pose de conduites / 3.1 Travaux simples d'assainissement - conduites et ouvrages annexes. / Classe 3,,False,False
965757,q9t,1,,Fournitures,,4200000.0,80000.0,,,False,False
965768,a1t,1,,Services,,300000.0,5000.0,,,False,False
965797,g3h,1,,Services,,0.0,0.0,,,False,False
965835,a1t,1,,Services,,211680.0,4000.0,,,False,False
965837,d0q,1,,Travaux,,1842000.0,27252.0,,,False,False
965840,d0q,1,,Travaux,,940560.0,14000.0,,,False,False
965854,d0q,1,المتواجد بمجمع المركز التجاري B27 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B27 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,10,المتواجد بمجمع المركز التجاري B40 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B40 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,11,المتواجد بمجمع المركز التجاري MS2 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS2 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,12,المتواجد بمجمع المركز التجاري MS3 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS3 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,13,المتواجد بمجمع المركز التجاري MS4 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS4 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,14,المتواجد بمجمع المركز التجاري MS6 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS6 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,15,المتواجد بمجمع المركز التجاري MS7 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS7 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,16,المتواجد بمجمع المركز التجاري MS8 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS8 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,17,المتواجد بمجمع المركز التجاري MS10 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS10 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,18,المتواجد بمجمع المركز التجاري MS11 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS11 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,19,المتواجد بمجمع المركز التجاري MS14 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS14 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,2,المتواجد بمجمع المركز التجاري B29 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B29 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,20,المتواجد بمجمع المركز التجاري MS15 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS15 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,21,المتواجد بمجمع المركز التجاري MS17 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS17 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,22,المتواجد بمجمع المركز التجاري MS18 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري MS18 متعلقة بالمحل التجاري رقم,700.0,3500.0,,,False,False
965854,d0q,23,متعلقة بالمحل التجاري رقم 19 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 19 المتواجد بمجمع السوق الجديد,350.0,1750.0,,,False,False
965854,d0q,24,متعلقة بالمحل التجاري رقم 83 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 83 المتواجد بمجمع السوق الجديد,350.0,1750.0,,,False,False
965854,d0q,25,متعلقة بالمحل التجاري رقم 87 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 87 المتواجد بمجمع السوق الجديد,350.0,1750.0,,,False,False
965854,d0q,26,متعلقة بالمحل التجاري رقم 93 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 93 المتواجد بمجمع السوق الجديد,350.0,1750.0,,,False,False
965854,d0q,27,متعلقة بالمحل التجاري رقم 101 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 101 المتواجد بمجمع السوق الجديد,350.0,1750.0,,,False,False
965854,d0q,28,متعلقة بالمحل التجاري رقم 102 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 102 المتواجد بمجمع السوق الجديد,350.0,1750.0,,,False,False
965854,d0q,29,متعلقة بالمحل التجاري رقم 105 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 105 المتواجد بمجمع السوق الجديد,350.0,1750.0,,,False,False
965854,d0q,3,المتواجد بمجمع المركز التجاري B30 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B30 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,30,متعلقة بالمحل التجاري رقم 122 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 122 المتواجد بمجمع السوق الجديد,300.0,1500.0,,,False,False
965854,d0q,31,متعلقة بالمحل التجاري رقم 18 المتواجد بالمجمع العقاري - الطابق الأرضي,Services,متعلقة بالمحل التجاري رقم 18 المتواجد بالمجمع العقاري - الطابق الأرضي,1900.0,9500.0,,,False,False
965854,d0q,32,متعلقة بالمحل التجاري رقم 18 المتواجد بمجمع الأمل,Services,متعلقة بالمحل التجاري رقم 18 المتواجد بمجمع الأمل,500.0,2500.0,,,False,False
965854,d0q,33,متعلقة بالمحل التجاري رقم 45 المتواجد بمجمع السوق الجديد,Services,متعلقة بالمحل التجاري رقم 45 المتواجد بمجمع السوق الجديد,300.0,1500.0,,,False,False
965854,d0q,4,المتواجد بمجمع المركز التجاري B31 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B31 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,5,المتواجد بمجمع المركز التجاري B35 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B35 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,6,المتواجد بمجمع المركز التجاري B36 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B36 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,7,المتواجد بمجمع المركز التجاري B37 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B37 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,8,المتواجد بمجمع المركز التجاري B38 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B38 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965854,d0q,9,المتواجد بمجمع المركز التجاري B39 متعلقة بالمحل التجاري رقم,Services,المتواجد بمجمع المركز التجاري B39 متعلقة بالمحل التجاري رقم,400.0,2000.0,,,False,False
965858,g8e,1,,Travaux,,945504.0,14000.0,Equipement / C- Eau potable - Assainissement - Conduites / C.1- Réseaux de conduites sous pression de petit diamètre inférieur ou égal à 400 mm et ouvrages annexes / Classe 5,,False,True
965875,y6u,1,,Fournitures,,6500000.0,130000.0,,,False,False
965910,f4g,1,,Services,,1357480.26,25000.0,,,False,False
965934,i1t,1,,Services,,317000.0,31700.0,,,False,True
965955,d4q,1,,Travaux,,1453996.8,14600.0,,,False,False
965981,j0w,1,,Travaux,,6749208.0,100000.0,Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe 3 Equipement / B- Travaux routiers et voirie urbaine / B.3- Ouvrages d'assainissement routiers et traitement de l'environnement / Classe 3 Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 3,,False,False
965985,j0w,1,,Travaux,,3051780.0,60000.0,Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe 4 Equipement / B- Travaux routiers et voirie urbaine / B.3- Ouvrages d'assainissement routiers et traitement de l'environnement / Classe 4 Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 4,,False,False
966010,d4q,1,,Travaux,,999600.0,10000.0,,,False,False
966018,d4q,1,,Fournitures,,600000.0,6000.0,,,False,True
966023,d4q,1,,Fournitures,,14400000.0,14400.0,,,False,True
966035,d4q,1,,Travaux,,4500000.0,45000.0,,,False,False
966067,g3h,1,,Services,,840000.0,10000.0,,,False,False
966069,q9t,1,"Défibrillateur / PRIMEDIC / DEFIMONITOR EVO,ECLAIRAGE OPERATOIRE PLAFONNIER / SIMEON,MONITEUR MULTIPARAMETRIQUE,RESPIRATEUR D'ANESTHESIE,UNITE ELECTRO CHIRURGICALE",Services,,836400.0,15000.0,,,False,False
966069,q9t,2,ANGIOGRAPHE OPHTALMIQUE;BIOMETRE OCCULAIRE;CHAMP VISUEL;ELECTROMYOGRAPHE;ELECTROMYOGRAPHE;APPAREIL D ELECTROSTIMULATION;LASER ARGON;SPIROMETRE;TOMOGRAPHE;DEBIMETRE SPIROMETRE PORTABLETOMOGRAPHE A COHERENCE OPTIQUE,Services,,298800.0,5000.0,,,False,False
966069,q9t,3,ARMOIRE DE STOCKAGE MULTIRISQUE;AUTOMATE;Automate chimie et immunoanalyse;Extracteur;MICROSCOPE ;Microtome;Table de macroscopie,Services,,388800.0,7000.0,,,False,False
966069,q9t,4,AMPLIFICATEUR DE BRILLANCE;Echographe;Numériseur multicassette;REPROGRAPHE;,Services,,493200.0,9000.0,,,False,False
966073,g3h,1,,Services,,840000.0,10000.0,,,False,False
966082,d4q,1,,Fournitures,,595200.0,0.0,,,False,False
966084,f9f,1,,Travaux,,7576740.0,150000.0,Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe 4,,False,False
966131,f9f,1,,Travaux,,802680.0,16053.6,,,False,True
966153,p8x,1,,Services,,2500000.0,0.0,,,False,False
966156,p8x,1,,Services,,2500000.0,0.0,,,False,False
966199,f8y,1,,Travaux,,947274.0,15000.0,Equipement / O- Revetements / O.1- Travaux de revêtements courants / Classe 3,,False,True
966203,q9t,1,,Services,,332555568.0,60000.0,,,False,False
966221,f8y,1,,Fournitures,,407160.0,7000.0,,,False,True
966232,g3h,1,,Travaux,,572820.0,10000.0,Equipement / J- Electricite / J.6- Réalisation de réseau électrique MT et transformation MT-BT et réseaux basse tension / Classe 4,,False,True
966238,f8y,1,,Travaux,,386742.0,6000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 5,,False,False
966250,g3h,1,,Fournitures,,3334652.0,43000.0,,,True,False
966267,o8p,1,,Fournitures,,6157440.0,30000.0,,,False,False
966272,f8y,1,,Travaux,,1275840.0,20000.0,Equipement / B- Travaux routiers et voirie urbaine / B.11- Travaux de dallage et bétonnage de la voirie urbaine / Classe 5 Equipement / I- Equipements hydromecaniques - Traitement d'eau potable - Automatisme / I.4- Travaux d’installation des équipements hydro-électromécaniques pour ouvrages hydrauliques / Classe 4,,False,False
966273,o8p,1,,Fournitures,,3960000.0,20000.0,,,False,False
966274,j8k,1,,Services,,429600000.0,0.0,,,False,False
966301,q9t,1,,Services,,12138587.13,200000.0,,,False,False
966320,l1f,1,,Travaux,,6793602.0,130000.0,,,False,False
966363,g3h,1,"Fourniture, pose et raccordement des deux liaisons HTB 63 kV Oulad Haddou - Yacoub El Mansour",Travaux,,38012400.0,490000.0,,,True,False
966363,g3h,2,"Fourniture, pose et raccordement de la liaison HTB 63 kV Yacoub El Mansour - ADE",Travaux,,13110000.0,170000.0,,,True,False
966375,o8p,1,,Travaux,,46576992.0,800000.0,Equipement / J- Electricite / J.1- Travaux d'installation électrique pour usage interne / Classe 2 Equipement / O- Revetements / O.1- Travaux de revêtements courants / Classe 1,,False,False
966383,o8p,1,,Travaux,,3625356.0,50000.0,,,False,False
966384,o8p,1,,Services,,6024000.0,0.0,,,False,False
966405,g8e,1,,Services,,2400000.0,0.0,,,False,False
966418,j8k,1,,Travaux,,27161763.73,377000.0,Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe 1 Equipement / C- Eau potable - Assainissement - Conduites / C.1- Réseaux de conduites sous pression de petit diamètre inférieur ou égal à 400 mm et ouvrages annexes / Classe 2 Equipement / C- Eau potable - Assainissement - Conduites / C.3- Travaux courants de réseaux d’assainissement et ouvrages annexes / Classe 2 Habitat / 2 Travaux De Voirie / 2.2 Sans objet. / Classe 5 Habitat / 3 Assainissement - Pose de conduites / 3.1 Travaux simples d'assainissement - conduites et ouvrages annexes. / Classe 3 Habitat / 5 Eau Potable / 5.1 Travaux courants d'adduction d'eau potable. / Classe 3,,False,False
966424,g3h,1,,Fournitures,,1200000.0,15000.0,,,True,False
966426,s3d,1,,Services,,450000.0,9000.0,,D21- Sécurité contre l'incendie dans les constructions,False,False
966427,s3d,1,,Services,,2800000.0,48000.0,,"D14- Calcul de structures pour bâtiments à tous usages D15- Courant fort et courant faible pour bâtiments à tous usages D16- Réseaux des fluides pour bâtiments à tous usages D17- Voirie, réseaux d'assainissement et eau potable D18- Réseaux d'électricité basse et moyenne tension, réseaux téléphoniques et éclairage public",False,False
966438,d0q,1,Local commercial N° : 50,Services,Local commercial N° : 50,500.0,1000.0,,,False,True
966438,d0q,2,Local commercial N° : 52,Services,Local commercial N° : 52,500.0,1000.0,,,False,True
966446,d4q,1,,Travaux,,1972400.0,20000.0,,,False,False
966447,a1t,1,,Travaux,,502437.6,6000.0,,,False,False
966449,a1t,1,,Travaux,,1403478.0,28000.0,,,False,False
966452,a1t,1,,Travaux,,1297124.52,25000.0,,,False,False
966455,o8p,1,,Travaux,,44814000.0,560200.0,,,False,False
966463,g3h,1,Fourniture des Nourrices pour Regard Sous Trottoir,Fournitures,,1733490.0,22000.0,,,True,False
966463,g3h,2,Fourniture des Nourrices pour Façade,Fournitures,,2096174.4,27000.0,,,True,False
966463,g3h,3,Fourniture de Tabernacles En Plastique,Fournitures,,219000.0,2800.0,,,True,False
966472,d4q,1,,Fournitures,,7200000.0,60000.0,,,False,False
966489,g3h,1,,Fournitures,,3877200.0,50000.0,,,True,False
966498,j8k,1,,Services,,600000.0,9000.0,,,False,False
966522,g3h,1,,Services,,825000.0,10500.0,,,True,False
966536,z9k,1,,Services,,127104.0,2500.0,,,False,False
966550,f4g,1,,Travaux,,2922852.49,55000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 4,,False,False
966556,p1v,1,,Travaux,,554950.8,10000.0,Equipement / O- Revetements / O.2- Travaux de revêtements spéciaux / Classe 3,,False,False
966566,f4g,1,,Services,,56340.0,1100.0,Laboratoires / ETUDES GEOTECHNIQUES / ETUDES GEOTECHNIQUES DES BATIMENTS COURANTS / Classe 4 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DE BATIMENTS COURANTS / Classe 4 Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES LOTS SECONDAIRES DES BATIMENTS / Classe 4,,False,False
966571,g3h,1,,Fournitures,,1001748.0,19000.0,,,False,True
966576,g3h,1,,Services,,840000.0,10000.0,,,False,False
966585,o3f,1,,Travaux,,20125866.0,302000.0,,,False,False
966592,g3h,1,,Fournitures,,965250.0,19000.0,,,False,False
966593,g3h,1,,Travaux,,1912200.0,20000.0,,,False,False
966614,q9t,1,,Services,,500400.0,7500.0,,,False,False
966631,j0w,1,,Travaux,,4382823.84,87000.0,,,False,False
966643,d4q,1,,Travaux,,10499970.0,105000.0,,,False,False
966667,g3h,1,Fourniture de tableaux et accéssoires pour l'éclairage public,Fournitures,,2623140.0,34000.0,,,True,False
966667,g3h,2,Fourniture de fusibles BT,Fournitures,,51840.0,700.0,,,True,False
966677,g3h,1,,Services,,840000.0,11000.0,,,True,False
966700,g3h,1,Aménagement du poste source 60/22KV Ouled Azzouz relevant de la Direction Provinciale de Nouaceur,Travaux,,3010920.0,30000.0,,,True,False
966700,g3h,2,Aménagement du poste répartiteur d’Alazhar,Travaux,,1966728.0,20000.0,,,True,False
966714,d4q,1,,Services,,295000.0,3000.0,,,False,True
966743,a2a,1,,Services,,3000000.0,0.0,,,False,False
966755,d4q,1,,Fournitures,,2400000.0,24000.0,,,False,True
966781,g3h,1,,Travaux,,20075088.0,320000.0,,,False,False
966785,g3h,1,Prestation d’édition des factures DPP Périmètre EX LYDEC,Services,,3643200.0,47000.0,,,False,False
966785,g3h,2,Prestation d’édition des factures Direction Provinciale Benslimane,Services,,770880.0,10000.0,,,True,False
966785,g3h,3,Prestation d’édition des factures Direction provinciale Berrechid,Services,,1655760.0,21000.0,,,False,False
