ref_consultation,org_acronyme,lot_numero,lot_intitule,categorie,description,estimation_ttc,caution_provisoire,qualifications,agrements,variante,reserve_pme
953111,d4q,1,,Fournitures,,1800000.0,20000.0,,,False,False
953428,k2q,1,,Services,,438000.0,8000.0,,"D5. Ouvrages d'art D7. Travaux maritimes et fluviaux D20- Géologie, géophysique, hydrologie, hydrogéologie",False,False
953909,k2q,1,,Services,,900000.0,17000.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES PETITS BARRAGES / Classe 2,,False,False
953936,k2q,1,,Services,,480000.0,9000.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES PETITS BARRAGES / Classe 2,,False,False
953959,k2q,1,,Services,,400200.0,7000.0,,,False,True
953993,k2q,1,,Services,,528000.0,10000.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES OUVRAGES D'ART COURANTS / Classe 2,,False,False
953999,k2q,1,,Services,,780000.0,10000.0,Laboratoires / CONTROLE DE QUALITE / CONTROLE DES TRAVAUX DES OUVRAGES D'ART COURANTS / Classe 2,,False,False
954319,q9t,1,Générateurs d’oxygène. Comporte des dispositions envrionnementales,Services,,192000.0,3840.0,,,False,False
954319,q9t,2,fluides médicaux,Services,,220800.0,4416.0,,,False,False
954977,g8e,1,,Travaux,,7095792.0,140000.0,Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 3,,False,False
954993,g8e,1,,Travaux,,19586160.0,300000.0,Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 2,,False,False
955607,j0w,1,,Fournitures,,139824.0,2500.0,,,False,False
955681,g8e,1,,Travaux,,40024800.0,600400.0,Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 1,,False,False
956705,j8k,1,,Services,,104207000.0,0.0,,,False,False
956721,f9f,1,,Travaux,,3276900.0,65500.0,Equipement / C- Eau potable - Assainissement - Conduites / C.3- Travaux courants de réseaux d’assainissement et ouvrages annexes / Classe 4,,False,False
957292,f9f,1,,Travaux,,922476.0,18000.0,Equipement / A- Construction / A.6- Travaux de construction des réservoirs courants en béton armé de capacité inférieure ou égale à 1000 m3 / Classe 3,,False,True
957371,g8e,1,,Fournitures,,2904000.0,45000.0,,,False,False
957431,w5x,1,,Fournitures,,3170400.0,63408.0,,,False,False
957563,j0w,1,,Fournitures,,760000.0,15000.0,,,False,False
957872,f9f,1,,Travaux,,830640.0,16000.0,Equipement / B- Travaux routiers et voirie urbaine / B.11- Travaux de dallage et bétonnage de la voirie urbaine / Classe 5,,False,False
958643,s5z,1,,Travaux,,135574275.0,1470000.0,"Equipement / A- Construction / A.3- Travaux de complexité moyenne en béton armé pour bâtiment / Classe S Equipement / J- Electricite / J.2- Travaux d'installation des équipements électriques et d'automatisme / Classe 1 Equipement / K- Courants faibles, traitement acoustique et audio-visuel / K.4- Gestion technique centralisée / Classe 1",,False,False
958736,g8e,1,,Travaux,,17901600.0,270000.0,Equipement / J- Electricite / J.4- Travaux d'éclairage public / Classe 1 Equipement / J- Electricite / J.3- Travaux d’installation électrique de plaques solaires / Classe 1,,False,False
958798,i1t,1,,Travaux,,2258400.0,45000.0,Equipement / I- Equipements hydromecaniques - Traitement d'eau potable - Automatisme / I.8- Travaux d'installation d'équipements d'épuration des eaux usées / Classe 5,,False,False
958805,d4q,1,remplacement de câble de garde vétustes des lignes HTB du réseau relevant de la Division Exploitation Transport Casablanca,Travaux,,7001000.0,100000.0,,,False,False
958805,d4q,2,remplacement de câble de garde vétustes des lignes HTB du réseau relevant de la Division Exploitation Transport El Jadida,Travaux,,4309000.0,50000.0,,,False,False
958805,d4q,3,remplacement de câble de garde vétustes des lignes HTB du réseau relevant de la Division Exploitation Transport Afourer,Travaux,,13770000.0,200000.0,,,False,False
958837,f9f,1,,Travaux,,607536.0,12000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 5,,False,False
958893,f9f,1,,Travaux,,519060.0,10000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 5,,False,False
958929,g8e,1,,Travaux,,8571720.2,130000.0,Equipement / A- Construction / A.5- Travaux d’aménagement et de réhabilitation de bâtiments / Classe 3,,False,False
958940,g8e,1,,Services,,1080000.0,20000.0,,,False,False
958944,g8e,1,,Travaux,,30042000.0,460000.0,Equipement / J- Electricite / J.3- Travaux d’installation électrique de plaques solaires / Classe 1 Equipement / J- Electricite / J.4- Travaux d'éclairage public / Classe 1,,False,False
958960,m8x,1,,Fournitures,,109200.0,2148.0,,,False,False
958992,p1v,1,,Travaux,,5995274.4,100000.0,Equipement / J- Electricite / J.4- Travaux d'éclairage public / Classe 4 Equipement / O- Revetements / O.1- Travaux de revêtements courants / Classe 3 Equipement / B- Travaux routiers et voirie urbaine / B.1- Travaux de terrassements routiers courants / Classe 5 Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe 5,,False,False
959089,d4q,1,,Fournitures,,881126.8,0.0,,,False,False
959181,g3h,1,,Travaux,,5691843.6,100000.0,Equipement / A- Construction / A.1- Travaux de fouilles à l’air libre / Classe 4 Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 4 Equipement / A- Construction / A.5- Travaux d’aménagement et de réhabilitation de bâtiments / Classe 4,,False,True
959215,q9t,1,ECHOCARDIOGRAPHE AVEC SONDE ETO,Fournitures,,2160000.0,22000.0,,,False,False
959215,q9t,10,REFRIGERATEURS MEDICAUX ET BANQUE DE SANG,Fournitures,,2157600.0,22000.0,,,False,False
959215,q9t,11,"MATERIEL D’OBSTETRIQUE, NEONATOLOGIE ET SOINS GENERAUX",Fournitures,,10836780.0,109000.0,,,False,False
959215,q9t,12,"MATERIEL D’URGENCE, REANIMATION ET SURVEILLANCE MULTIPARAMETRIQUE",Fournitures,,5199120.0,52000.0,,,False,False
959215,q9t,13,MOBILIER ET EQUIPEMENT DE BUREAU ET CAFETERIA,Fournitures,,5513760.0,56000.0,,,False,False
959215,q9t,2,ECHOGRAPHE DE RADIOLOGIE AVEC REDUCTION D’ARTEFACTS,Fournitures,,1140000.0,12000.0,,,False,False
959215,q9t,3,ECHOGRAPHE DE RADIOLOGIE,Fournitures,,960000.0,10000.0,,,False,False
959215,q9t,4,EQUIPEMENTS DE CHIRURGIE DENTAIRE ET MAXILLO-FACIALE AVEC STERILISATION,Fournitures,,2640000.0,27000.0,,,False,False
959215,q9t,5,SYSTEMES DE MACROBIOPSIE SOUS ECHOGRAPHIE,Fournitures,,900000.0,9000.0,,,False,False
959215,q9t,6,COLONNE D’ENDOSCOPIE RACHIDIENNE,Fournitures,,3000000.0,30000.0,,,False,False
959215,q9t,7,LASER THULIUM D’UROLOGIE PROSTATE ET LITHIASE,Fournitures,,1800000.0,18000.0,,,False,False
959215,q9t,8,MACHINE D’EPURATION EXTRA-RENALE CONTINUE MOBILE,Fournitures,,696000.0,7000.0,,,False,False
959215,q9t,9,INJECTEURS AUTOMATIQUES POUR SCANNER,Fournitures,,396000.0,4000.0,,,False,False
959585,d4q,1,,Fournitures,,7920000.0,102000.0,,,False,False
959654,q0x,1,,Services,,400000.0,40000.0,,,False,False
959657,q9t,1,,Fournitures,,2316624.0,46000.0,,,False,True
959860,f9f,1,,Travaux,,590748.0,11000.0,Equipement / D- Construction d'ouvrages d'art / D.6- Ponts métalliques courants / Classe 4,,False,False
959937,q9t,1,,Fournitures,,2430000.0,40000.0,,,False,False
960217,d4q,1,,Fournitures,,6112500.0,100000.0,,,False,False
960315,o8p,1,,Travaux,,16271160.0,245000.0,Equipement / A- Construction / A.5- Travaux d’aménagement et de réhabilitation de bâtiments / Classe 3,,False,False
960338,h5r,1,,Travaux,,398982.98,7900.0,,,False,False
960388,o8p,1,,Travaux,,383768820.0,4000000.0,Equipement / B- Travaux routiers et voirie urbaine / B.6- Assises traitées et enrobés à chaud / Classe S,,False,False
960401,d4q,1,,Travaux,,3960000.0,50000.0,,,False,False
960440,g3h,1,,Fournitures,,693000.0,10000.0,,,False,False
960468,g8e,1,,Services,,1152000.0,20000.0,,,False,False
960710,g3h,1,,Services,,0.0,0.0,,,False,False
960731,g3h,1,Renforcement de la capacité de la station de pompage en Bretagne,Fournitures,,2436780.0,26000.0,,,True,False
960731,g3h,2,Renforcement de la capacité des stations de pompage Oubaha et Pont Blondin Comporte des dispositions envrionnementales,Fournitures,,3250560.0,35000.0,,,True,False
960731,g3h,3,Fourniture et installation de deux pompes immergées à la station de pompage Zerktouni Comporte des dispositions envrionnementales,Fournitures,,3780000.0,40000.0,,,True,False
960731,g3h,4,Renouvellement de la grosse pompe de la station El Hank Comporte des dispositions envrionnementales,Fournitures,,2400000.0,26000.0,,,True,False
960731,g3h,5,Renouvellement partie hydraulique des pompes station de pompage Médiouna C85 Comporte des dispositions envrionnementales,Fournitures,,960000.0,10500.0,,,True,False
960731,g3h,6,"Renouvellement des moteurs électriques 5,5 kVA des stations de pompage Médiouna C85-km 8 et Médiouna C140 Comporte des dispositions envrionnementales",Fournitures,,3000000.0,32500.0,,,True,False
960757,d4q,1,,Travaux,,3000000.0,30000.0,,,False,False
960766,f4g,1,,Services,,144000.0,2800.0,,D14- Calcul de structures pour bâtiments à tous usages D15- Courant fort et courant faible pour bâtiments à tous usages D16- Réseaux des fluides pour bâtiments à tous usages,False,False
960884,g7n,1,,Services,,512880.0,10000.0,,,False,False
960913,g3h,1,Rebobinage des motopompes des STEPs et SPRETs de la SRM-CS,Services,,360000.0,4500.0,,,True,False
960913,g3h,2,Rebobinage et réparation des pompes et agitateurs Eaucean et STEPs de la SRM-CS,Services,,3600000.0,46500.0,,,True,False
960913,g3h,3,Rebobinage et réparation des pompes El Hank et STEPs de la SRM-CS,Services,,3287125.2,42500.0,,,True,False
960922,g3h,1,"Rebobinage, étuvage et Travaux de maintenance mécanique complémentaire des pompes Assainissement",Services,,1978596.0,25000.0,,,True,False
960922,g3h,2,Entretien des installations de désodorisation des stations de pompage Assainissement,Services,,1166104.8,15000.0,,,True,False
960952,g3h,1,Renouvellement des ponts roulant de levage des pompes station de pompage d'assainissement,Services,,1992000.0,25000.0,,,True,False
960952,g3h,2,Fourniture et installation palans benne et bâche El Hank,Fournitures,,1200000.0,15000.0,,,True,False
960952,g3h,3,Fourniture et installation palan électrique grappin Eaucean,Fournitures,,960000.0,12000.0,,,True,False
960952,g3h,4,Renouvellement appareils de levage pompes d'émissaire Eaucean,Services,,720000.0,9000.0,,,True,False
960952,g3h,5,Fourniture des palans de manutention pour besoin exploitation ouvrage Assainissement,Fournitures,,510000.0,6000.0,,,True,False
960977,j8k,1,,Services,,288330000.0,0.0,,,False,False
961296,d4q,1,,Travaux,,1264800.0,20000.0,,,False,False
961357,i1t,1,,Fournitures,,800000.0,16000.0,,,False,True
961379,g8e,1,,Services,,8815361.63,170000.0,,,False,False
961406,j0w,1,,Travaux,,325505.46,6000.0,,,False,False
961421,j0w,1,,Travaux,,325505.46,6000.0,,,False,False
961428,a1z,1,,Fournitures,,792000.0,13000.0,,,False,False
961460,d4q,1,Tout venant Chutes de pylônes,Fournitures,,0.0,10000.0,,,False,False
961460,d4q,2,Tout venant Chute de câbles de conducteur,Fournitures,,0.0,10000.0,,,False,False
961526,i1t,1,,Services,,540000.0,10000.0,,"D4. Routes, Autoroutes, Transport D5. Ouvrages d'art D13. Etudes générales",False,False
961682,g3h,1,,Services,,1200000.0,0.0,,,False,False
961732,o8p,1,,Fournitures,,2333760.0,35100.0,,,True,False
961779,i1t,1,,Travaux,,37977240.0,700000.0,,,False,False
961807,o8p,1,,Fournitures,,10705497.84,160600.0,,,False,False
961863,q9t,1,lot N° 1 : MATERIEL DIVERS POUR DESTINATIONS TYPE 1,Fournitures,,6456996.0,65000.0,,,False,False
961863,q9t,10,lot N° 10 : MATERIEL DIVERS POUR DESTINATIONS TYPE 10,Fournitures,,3787668.0,38000.0,,,False,False
961863,q9t,2,lot N°2 :MATERIEL DIVERS POUR DESTINATIONS TYPE 2,Fournitures,,6061896.0,61000.0,,,False,False
961863,q9t,3,Lot N°3: MATERIEL DIVERS POUR DESTINATIONS TYPE 3,Fournitures,,5468928.0,55000.0,,,False,False
961863,q9t,4,lot N° 4 : MATERIEL DIVERS POUR DESTINATIONS TYPE 4,Fournitures,,5219808.0,53000.0,,,False,False
961863,q9t,5,lot N° 5 : MATERIEL DIVERS POUR DESTINATIONS TYPE 5,Fournitures,,5082288.0,51000.0,,,False,False
961863,q9t,6,lot N° 6 : MATERIEL DIVERS POUR DESTINATIONS TYPE 6,Fournitures,,5050128.0,51000.0,,,False,False
961863,q9t,7,lot N° 7 : MATERIEL DIVERS POUR DESTINATIONS TYPE 7,Fournitures,,4946388.0,50000.0,,,False,False
961863,q9t,8,lot N° 8: MATERIEL DIVERS POUR DESTINATIONS TYPE 8,Fournitures,,4614276.0,47000.0,,,False,False
961863,q9t,9,lot N° 9 : MATERIEL DIVERS POUR DESTINATIONS TYPE 9,Fournitures,,3869808.0,39000.0,,,False,False
961871,h5j,1,,Travaux,,37779577.2,700000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe 2,,False,False
961877,p8x,1,,Services,,11368374.6,160000.0,,,False,False
961881,p8x,1,,Services,,15348049.2,200000.0,,,False,False
961882,g3h,1,Construction d’un réservoir semi-enterré de capacité 3800 m3 (Étage bas) au niveau de la ville Berrechid,Travaux,,10679340.0,115000.0,,,True,False
961882,g3h,2,Construction d’un réservoir semi-enterré de capacité 4000 m3 (Étage haut) au niveau de la ville Berrechid,Travaux,,10264920.0,111000.0,,,True,False
961882,g3h,3,Construction d'un réservoir semi-enterré de capacité 5 000 m3 Au niveau du centre El Gara,Travaux,,15923292.0,172000.0,,,True,False
961883,p8x,1,,Services,,12997366.8,180000.0,,,False,False
961887,o8p,1,,Travaux,,149045919.6,2500000.0,Equipement / A- Construction / A.2- Travaux courants en béton armé-maçonnerie pour bâtiment / Classe S,,False,False
961902,h5j,1,,Fournitures,,4297601.28,70000.0,,,False,False
961926,g3h,1,"Fourniture de Camions Grues 16 T avec et sans Nacelle, et Camion Benne 16 T",Fournitures,,6660000.0,86000.0,,,True,False
961926,g3h,2,Fourniture de Camions Grues 16 T avec et sans Nacelle,Fournitures,,6960000.0,90000.0,,,False,False
961933,o8p,1,,Fournitures,,504000000.0,6300000.0,,,False,False
961938,g3h,1,Fourniture des véhicules 4x4 Pick-up avec système complet d’attelage,Fournitures,,3300000.0,40000.0,,,True,False
961938,g3h,2,Fourniture des véhicules 4x4 Pick-up avec système complet d’attelage,Fournitures,,3300000.0,40000.0,,,True,False
961938,g3h,3,Fourniture des véhicules 4x4 Pick-up avec système complet d’attelage,Fournitures,,1980000.0,25000.0,,,True,False
961944,g3h,1,Fourniture des Camions Nacelles Hydrauliques 22 M & 16 M,Fournitures,,7560000.0,97000.0,,,True,False
961944,g3h,2,Fourniture des Camions Nacelles Hydrauliques 16 M,Fournitures,,5760000.0,73000.0,,,True,False
961944,g3h,3,Fourniture des Camions Nacelles Hydrauliques 16 M,Travaux,,6480000.0,83000.0,,,True,False
961946,g3h,1,Fourniture des Hydro-cureuses Combinées et Aspiratrices Complètes,Fournitures,,24360000.0,310000.0,,,True,False
961946,g3h,2,Fourniture des Hydro-cureuses Combinées et Aspiratrices Complètes,Fournitures,,24360000.0,310000.0,,,True,False
961946,g3h,3,Fourniture des Hydro-cureuses Combinées et Aspiratrices Complètes,Fournitures,,24120000.0,300000.0,,,True,False
961962,d4q,1,,Travaux,,720000.0,7200.0,,,False,True
961963,d4q,1,,Travaux,,3300000.0,33000.0,,,False,True
961992,a1z,1,,Services,,33742080.0,674842.0,,,False,False
962038,q1s,1,,Fournitures,,16600000.0,332000.0,,,False,False
962054,g8e,1,,Travaux,,19251120.0,286000.0,Equipement / B- Travaux routiers et voirie urbaine / B.5- Assises non traitées et enduits superficiels / Classe 2,,False,False
962115,p1v,1,,Travaux,,1250668.42,25000.0,Equipement / A- Construction / A.5- Travaux d’aménagement et de réhabilitation de bâtiments / Classe 5 Equipement / J- Electricite / J.5- Réalisation de réseaux de branchement électrique basse tension / Classe 4,,False,False
962141,q9t,1,ÉQUIPEMENTS BLINDÉS DE PRÉPARATION ET DE STOCKAGE RADIOPHARMACEUTIQUES,Fournitures,,4845600.0,49000.0,,,False,False
962141,q9t,10,"MATÉRIEL MÉDICAL D’URGENCE, DE SURVEILLANCE ET DE TRANSPORT",Fournitures,,4682400.0,47000.0,,,False,False
962141,q9t,11,"MOBILIER HOSPITALIER, CHARIOTS ET DISPOSITIFS DE SOINS",Fournitures,,6920520.0,70000.0,,,False,False
962141,q9t,12,MOBILIER DE BUREAU ET D’AMÉNAGEMENT ADMINISTRATIF,Fournitures,,4434000.0,45000.0,,,False,False
962141,q9t,2,INJECTEUR AUTOMATIQUE DE RADIOPHARMACEUTIQUES,Fournitures,,2280000.0,23000.0,,,False,False
962141,q9t,3,DISPOSITIFS DE PROTECTION ET DE CONTRÔLE POUR MÉDECINE NUCLÉAIRE,Fournitures,,3106800.0,32000.0,,,False,False
962141,q9t,4,ÉQUIPEMENTS BLINDÉS DE COLLECTE ET DE DÉCROISSANCE DES DÉCHETS RADIOACTIFS,Fournitures,,2856000.0,29000.0,,,False,False
962141,q9t,5,SCANNER TDM MULTIDISCIPLINAIRE ET ÉQUIPEMENTS D’IMAGERIE ASSOCIÉS,Fournitures,,6392400.0,64000.0,,,False,False
962141,q9t,6,"ÉQUIPEMENTS D’ANESTHÉSIE, DE RÉANIMATION ET DE SURVEILLANCE FŒTO-NÉONATALE",Fournitures,,2634000.0,27000.0,,,False,False
962141,q9t,7,AUTOMATES ET ANALYSEURS DE LABORATOIRE MULTIDISCIPLINAIRES,Fournitures,,2346000.0,24000.0,,,False,False
962141,q9t,8,MATERIEL D’EXPLORATION OPHTALMOLOGIQUE,Fournitures,,1524000.0,16000.0,,,False,False
962141,q9t,9,ANALYSEURS PORTATIFS DE GAZOMÉTRIE ET TESTS D’URGENCE,Fournitures,,1470000.0,15000.0,,,False,False
962229,q0x,1,,Services,,300000.0,5500.0,,"D14- Calcul de structures pour bâtiments à tous usages D15- Courant fort et courant faible pour bâtiments à tous usages D17- Voirie, réseaux d'assainissement et eau potable",False,False
962349,q1s,1,,Travaux,,1551240.0,30000.0,,,False,False
962358,q1s,1,,Travaux,,1551240.0,30000.0,,,False,False
962365,q1s,1,,Travaux,,2068320.0,40000.0,,,False,False
962376,d4q,1,,Services,,4034400.0,40400.0,,,False,False
962377,o8p,1,Tronçon de la ligne classique Kenitra/ Zenata,Fournitures,,12352128.0,154500.0,,,False,False
962377,o8p,2,Tronçon de la ligne classique Zenata (exclus)/Casablanca,Fournitures,,12540648.0,156800.0,,,False,False
962377,o8p,3,Tronçon de la ligne classique Casablanca (Exclue)/Marrakech,Fournitures,,12329724.0,154200.0,,,False,False
962564,d4q,1,,Fournitures,,2800100.0,50000.0,,,False,False
962643,m8x,1,,Services,,62640.0,1250.0,,,False,False
962654,q0x,1,,Fournitures,,437868.0,8750.0,,,False,False
962714,q9t,1,MATERIEL DIVERS POUR DESTINATIONS TYPE 1,Fournitures,,8903640.0,95000.0,,,False,False
962714,q9t,10,MATERIEL DIVERS POUR DESTINATIONS TYPE 10,Fournitures,,3868224.0,40000.0,,,False,False
962714,q9t,2,MATERIEL DIVERS POUR DESTINATIONS TYPE 2,Fournitures,,8007828.0,90000.0,,,False,False
962714,q9t,3,MATERIEL DIVERS POUR DESTINATIONS TYPE 3,Fournitures,,6462612.0,70000.0,,,False,False
962714,q9t,4,MATERIEL DIVERS POUR DESTINATIONS TYPE 4,Fournitures,,5925720.0,65000.0,,,False,False
962714,q9t,5,MATERIEL DIVERS POUR DESTINATIONS TYPE 5,Fournitures,,5410392.0,60000.0,,,False,False
962714,q9t,6,MATERIEL DIVERS POUR DESTINATIONS TYPE 6,Fournitures,,5371608.0,55000.0,,,False,False
962714,q9t,7,MATERIEL DIVERS POUR DESTINATIONS TYPE 7,Fournitures,,4974288.0,50000.0,,,False,False
962714,q9t,8,MATERIEL DIVERS POUR DESTINATIONS TYPE 8,Fournitures,,4808760.0,49000.0,,,False,False
962714,q9t,9,MATERIEL DIVERS POUR DESTINATIONS TYPE 9,Fournitures,,4222692.0,45000.0,,,False,False
962726,g3h,1,,Travaux,,432861.41,8500.0,,,False,False
962739,m8x,1,,Travaux,,5465350.8,85000.0,,,False,False
962914,g3h,1,"Prestations de recensement des réseaux d’eau potable, d’assainissement, d’électricité et intégration des données dans le système d’information géographique (SIG) du périmètre de la province D’EL JADIDA ET SIDI BENNOUR",Services,,34098000.0,350000.0,,,True,False
962914,g3h,2,"Prestations de recensement des réseaux d’eau potable, d’assainissement, d’électricité et intégration des données dans le système d’information géographique (SIG) du périmètre de la province provinces de SETTAT ET BERRECHID",Services,,44151000.0,450000.5,,,True,False
962914,g3h,3,"Prestations de recensement des réseaux d’eau potable, d’assainissement, d’électricité et intégration des données dans le système d’information géographique (SIG) du périmètre de la province provinces et préfectures de BENSLIMANE, CASABLANCA, MEDIOUNA, NOUACEUR ET MOHAMMEDIA",Services,,29002800.0,300000.0,,,True,False
962919,g3h,1,Acquisition de licence et de support de la solution de supervision NAGIOS,Services,,115200.0,1400.0,,,True,False
962919,g3h,2,Acquisition de licence et de support du système de traçabilité des accès à privilège BEYOND-TRUST,Services,,114000.0,1400.0,,,True,False
962919,g3h,3,Contrat de maintenance et support technique des solutions “MANAGE ENGINE” de la DSI,Services,,294000.0,3000.0,,,True,False
962919,g3h,4,Contrat de maintenance et de support technique des solutions RAPID7 de la DSI,Services,,439562.4,4700.0,,,True,False
962991,m1w,1,Lot n° 1 : Siège et bâtiments annexes de Barid Al- Maghrib :,Services,L’acquisition de la prestation d’accueil et gardiennage pour le compte de Barid Al-Maghrib : Lot n° 1 : Siège et bâtiments annexes de Barid Al- Maghrib :,2685081.6,50000.0,,,False,False
