ref_consultation,org_acronyme,reference,type_procedure,type_procedure_abbrev,categorie,objet,acheteur,lieu_execution,date_publication,date_limite,statut,url,est_annule,resultat_definitif,nombre_lots,estimation_totale_ttc
1021783,g3h,E/221/26,Appel d'offres ouvert,AOO,Travaux,Travaux de renforcement de la sécurisation entre les deux postes sources K-Sud et K-Est à Kenitra,SOCIETE REGIONALE MULTISERVICES RABAT - SALE - KENITRA SA,KENITRA,2026-07-09,2026-08-03 14:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021783&orgAcronyme=g3h,False,False,1,3600000.0
1021786,q0x,02/2026,Appel d'offres ouvert,AOO,Travaux,"Travaux de construction d’un mur de soutènement au quartier Ain Rjal, à la commune de My Driss Zerhoun",Commune urbaine de MY DRISS ZERHOUN,MEKNES,2026-07-09,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021786&orgAcronyme=q0x,False,False,1,1297560.0
1021792,g3h,A/201/26,Appel d'offres ouvert,AOO,Services,DIAGNOSTIC DES COLLECTEURS VISITABLES D'ASSAINISSEMENT,SOCIETE REGIONALE MULTISERVICES RABAT - SALE - KENITRA SA,RABAT,2026-07-09,2026-08-03 15:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021792&orgAcronyme=g3h,False,False,1,1238400.0
1021800,i1t,04/2026,Appel d'offres ouvert,AOO,Services,REALISATION DES ETUDES TECHNIQUES ET SUIVI DES TRAVAUX D’AMENAGEMENT ET DE RENFORCEMENT ET REVETEMENT DES CHEMINS VICINAUX ET PISTES A LA COMMUNE DE SIDI AZZOUZ 1- ETUDES TECHNIQUES ET SUIVI DES TRAVAUX D’AMENAGEMENT DES PISTES A L'INTERIEUR DES DOUARS OULED YAAGOUB - SELAHMA - DGHOUGHIEN - OULED HEMAD - ELHMENIEN - OULED TOUIJER - CHKAKFA - FDOUL - OULED HAMDAN - OULED BEN YAHYA - DERKAOUA - ZYAYNA - ZYAZNA - MENAYERA - ZOUAYED - HLAHLA - OULED OTHMANE - OULED JETTI A LA COMMUNE DE SIDI AZZOUZ 2- ETUDES TECHNIQUES ET SUIVI DES TRAVAUX DE RENFORCEMENT ET REVETEMENT DE LA PISTE RELIANT LA RP4516 ET DOUAR LAASAKRIA A LA COMMUNE DE SIDI AZZOUZ,Commune SIDI AZZOUZ,SIDI KACEM,2026-07-09,2026-08-06 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021800&orgAcronyme=i1t,False,False,1,141600.0
1021802,g3h,A/224/26,Appel d'offres ouvert,AOO,Services,Assistance technique et suivi des travaux de réalisation du collecteur D1 amont (tranche 1),SOCIETE REGIONALE MULTISERVICES RABAT - SALE - KENITRA SA,KENITRA,2026-07-09,2026-08-03 16:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021802&orgAcronyme=g3h,False,False,1,180000.0
1021811,g3h,10009470,Appel d'offres ouvert,AOO,Fournitures,Fourniture de petits outillages et petits équipements d’assainissement pour la SRM-ORI- préfecture Oujda Angad,SOCIETE REGIONALE MULTISERVICES DE L'ORIENTAL S.A,MAROC,2026-07-10,2026-08-04 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021811&orgAcronyme=g3h,False,False,1,720000.0
1021826,d4q,PM1130764/2026/DXM,Appel d'offres ouvert,AOO,Services,Réparation et entretien du chariot élévateur de la DXM.,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,MOHAMMADIA,2026-07-09,2026-08-04 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021826&orgAcronyme=d4q,False,False,1,128600.0
1021847,d4q,PM1130772/2026/DXM,Appel d'offres ouvert,AOO,Travaux,Remise en état du système de pompage d’eau à la station de déchargement de la DXM.,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,MOHAMMADIA,2026-07-09,2026-08-04 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021847&orgAcronyme=d4q,False,False,1,45540.0
1021863,d4q,PM3130549/2026/DXM,Appel d'offres ouvert,AOO,Fournitures,Fourniture des vannes et des clapets pour la prise d’eau de mer de la DXM.,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,MOHAMMADIA,2026-07-09,2026-08-04 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021863&orgAcronyme=d4q,False,False,1,1013700.0
1021864,j8k,69/26,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX DE CONSTRUCTION D’UNE ECOLE PRIMAIRE PUBLIQUE EN R+1 SISE AU LOTISSEMENT JNANE LAAMOUR, COMMUNE DE FDALATE, PROVINCE DE BENSLIMANE.(MARCHE A PRIX GLOBAL ET FORFAITAIRE AU RABAIS MAJORATION)",SOCIETE AL OMRANE CASABLANCA,MAROC,2026-07-09,2026-08-06 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021864&orgAcronyme=j8k,False,False,1,6612000.0
1021872,g3h,227/2026/SRMCS,Appel d'offres ouvert,AOO,Travaux,Travaux d’assainissement des eaux usées des bassins versants Ouled Azzouz Ouest et Lamkanssa Sud,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,CASABLANCA,2026-07-09,2026-08-05 14:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021872&orgAcronyme=g3h,False,False,3,58164809.44
1021878,j8k,07/2026/AUM,Appel d'offres ouvert,AOO,Services,refonte et modernisation du Site Web de l’Agence Urbaine de Marrakech,AGENCE URBAINE DE MARRAKECH,MARRAKECH,2026-07-09,2026-09-09 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021878&orgAcronyme=j8k,False,False,1,354000.0
1021897,j8k,70/26,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX DE CONSTRUCTION DE LA MOSQUEE SISE AU LOTISSEMENT JNANE LAAMOUR, COMMUNE DE FDALATE, PROVINCE DE BENSLIMANE.(MARCHE A PRIX GLOBAL ET FORFAITAIRE AU RABAIS MAJORATION)",SOCIETE AL OMRANE CASABLANCA,MAROC,2026-07-09,2026-08-06 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021897&orgAcronyme=j8k,False,False,1,8778000.0
1021904,j8k,09/2026/AUM,Appel d'offres ouvert,AOO,Services,Etude à l’élaboration du Plan d’Aménagement de la commune de CHICHAOUA,AGENCE URBAINE DE MARRAKECH,MARRAKECH,2026-07-09,2026-09-09 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021904&orgAcronyme=j8k,False,False,1,600000.0
1021912,j8k,11/2026/AUM,Appel d'offres ouvert,AOO,Services,"Exécution des prises de vues Aériennes, établissement des Orthphotoplans et la réalisation des plans stéréophotogrammétrique dans le territoire des communes territoriales d’Ourika et Setti Fadma (Province Al Haouz)",AGENCE URBAINE DE MARRAKECH,MARRAKECH,2026-07-09,2026-09-09 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021912&orgAcronyme=j8k,False,False,1,896059.5
1021920,j8k,12/2026/AUM,Appel d'offres ouvert,AOO,Services,"Exécution des prises de vues Aériennes, établissement des Orthphotoplans et la réalisation des plans stéréophotogrammétrique dans le territoire des communes territorialesAit Imour-Sid Zouine et Loudaya (Préfecture de Marrakech).",AGENCE URBAINE DE MARRAKECH,MARRAKECH,2026-07-09,2026-09-09 11:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021920&orgAcronyme=j8k,False,False,1,539982.0
1021925,j8k,13/2026/AUM,Appel d'offres ouvert,AOO,Services,"Exécution des prises de vues Aériennes, établissement des Orthphotoplans et la réalisation des plans stéréophotogrammétrique dans le territoire de certains communes qui relevant de la province d’Al Haouz et la Province de Chichaoua",AGENCE URBAINE DE MARRAKECH,MARRAKECH,2026-07-09,2026-09-09 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021925&orgAcronyme=j8k,False,False,1,235536.6
1021932,j8k,15/2026/AUM,Appel d'offres ouvert,AOO,Services,Elaboration de la Carte d’aptitude à l’Urbanisation de la Vallée de l’Ourika (Province Al Haouz).,AGENCE URBAINE DE MARRAKECH,MARRAKECH,2026-07-09,2026-09-09 13:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021932&orgAcronyme=j8k,False,False,1,2400000.0
1021942,g3h,270/2026/SRMCS,Appel d'offres ouvert,AOO,Fournitures,"Fourniture et installation des transformateurs 225/24-21,5 KV et 60/24-21,5KV pour le compte de la SRM-CS",SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,CASABLANCA,2026-07-09,2026-08-19 09:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021942&orgAcronyme=g3h,False,False,4,156151080.0
1021950,o8p,MI/03/2026/CFR,Appel d'offres ouvert,AOO,Travaux,"Travaux d’élargissement et de renforcement de la RP7320 du PK57+080 (EX PK95+708 de la RP7319) au PK65+370 (EX PK87+418 de la RP7319), liaison Agoudime – Anemzi, dans la Province de Midelt",Directeur Provincial de l'Equipement et du Transport A Midelt,MIDELT,2026-07-12,2026-08-04 14:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021950&orgAcronyme=o8p,False,False,1,41200486.8
1021953,a1z,55/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DE PISTES AU NIVEAU DE LA COMMUNE DE SIDI HAJJAJ RELEVANT DE LA PROVINCE DE SETTAT-REGION DE CASABLANCA SETTAT-EN LOT UNIQUE.,AGENCE REGIONALE D'EXECUTION DES PROJETS CASABLANCA SETTAT,SETTAT,2026-07-10,2026-08-04 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021953&orgAcronyme=a1z,False,False,1,21651594.0
1021966,a1z,56/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DE PISTES AU NIVEAU DES COMMUNES DE SGAMNA ET SIDI BOUMEHDI RELEVANT DE LA PROVINCE DE SETTAT-REGION DE CASABLANCA SETTAT-EN LOT UNIQUE.,AGENCE REGIONALE D'EXECUTION DES PROJETS CASABLANCA SETTAT,SETTAT,2026-07-10,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021966&orgAcronyme=a1z,False,False,1,19403958.0
1021971,g3h,254/2026/SRMCS,Appel d'offres ouvert,AOO,Services,Marché Cadre Prestations d'entretien et de maintenance des sites d'exploitation de la SRM-CS,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,CASABLANCA,2026-07-09,2026-08-04 09:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021971&orgAcronyme=g3h,False,False,5,11131706.82
1021993,q1s,30/2026/DPA/48/SAHA,Consultation architecturale ouverte,CONSA,Services,"LA REALISATION DES ETUDES ARCHITECTURALES ET SUIVI DES TRAVAUX RELATIFS AU PROJET D’AMENAGEMENT ET D’ENTRETIEN DU SOUK HEBDOMADAIRE A LA COMMUNE URBAINE D’IMOUZZER MARMOUCHA, PROVINCE DE BOULEMANE",DIRECTEUR PROVINCIAL DE L'AGRICULTURE DE BOULMANE,BOULEMANE,2026-07-09,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021993&orgAcronyme=q1s,False,False,1,6400000.0
1022031,p8x,05/S/2026/DPFBS,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX DE CONSTRUCTION DE CINQ TERRAINS DE PROXIMITE OMNISPORTS AUX COMMUNES D’OLAD AYAD UN (1) TERRAIN, HAD BOMOUSSA DEUX (2) TERRAINS, OLAD NACER DEUX (2) TERRAINS).A LA PROVINCE DE FQUIH BEN SALEH , EN LOT UNIQUE.",DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE Fqih Ben Saleh,FQUIH BEN SALAH,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022031&orgAcronyme=p8x,False,False,1,5532042.0
1022032,p8x,06/S/2026/DPFBS,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX DE CONSTRUCTION DE CINQ TERRAINS DE PROXIMITE OMNISPORTS AUX COMMUNES DE BNIOKIL TROIS (3) TERRAINS, KHALFIA DEUX (2) TERRAINS , A LA PROVINCE DE FQUIH BEN SALEH , EN LOT UNIQUE.",DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE Fqih Ben Saleh,FQUIH BEN SALAH,2026-07-10,2026-08-04 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022032&orgAcronyme=p8x,False,False,1,5515194.0
1022033,p8x,07/S/2026/DPFBS,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX DE CONSTRUCTION DE CINQ TERRAINS DE PROXIMITE OMNISPORTS AUX COMMUNES DE SOUK SEBT DEUX (2) TERRAINS, OLAD ZMAM TROIS (3) TERRAINS. A LA PROVINCE DE FQUIH BEN SALEH. EN LOT UNIQUE.",DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE Fqih Ben Saleh,FQUIH BEN SALAH,2026-07-10,2026-08-04 14:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022033&orgAcronyme=p8x,False,False,1,5515194.0
1022034,p8x,08/S/2026/DPFBS,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DE CINQ TERRAINS DE PROXIMITE OMNISPORTS A LA COMMUNE DE DAR OLD ZAIDOUH CINQ (5) TERRAINS.A LA PROVINCE DE FQUIH BEN SALEH. EN LOT UNIQUE.,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE Fqih Ben Saleh,FQUIH BEN SALAH,2026-07-10,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022034&orgAcronyme=p8x,False,False,1,5496294.0
1022035,p8x,09/S/2026/DPFBS,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DE CINQ TERRAINS DE PROXIMITE OMNISPORTS A LA COMMUNES DE BNI CHAGDAL CINQ (5) TERRAINS.A LA PROVINCE DE FQUIH BEN SALEH. EN LOT UNIQUE.,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE Fqih Ben Saleh,FQUIH BEN SALAH,2026-07-10,2026-08-05 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022035&orgAcronyme=p8x,False,False,1,5496294.0
1022036,f4g,03/DRAICS/BH/2026,Appel d'offres ouvert,AOO,Services,l’élaboration des études techniques et le suivi des travaux La démolition et la reconstruction de la cage d’escalier des logements de fonction de la mosquée ADDOHA sis à préfecture des arrondissements de ain sbaâ hay mohammadi casablanca -En lot unique-,DELEGUE REGIONAL DES AFFAIRES ISLAMIQUES DE LA REGION GRAND CASABLANCA,MAROC,2026-07-10,2026-08-04 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022036&orgAcronyme=f4g,False,False,1,0.0
1022037,f4g,04/DRAICS/BH/2026,Appel d'offres ouvert,AOO,Services,"contrôle des lots techniques et secondaires et suivi des travaux de réhabilitation de la mosquée Al Qods et ses dépendances (ex église saint marguerite) sis préfecture des arrondissements de Aïn Sbâa Hay Mohammadi - Casablanca, en Lot Unique",DELEGUE REGIONAL DES AFFAIRES ISLAMIQUES DE LA REGION GRAND CASABLANCA,MAROC,2026-07-10,2026-08-05 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022037&orgAcronyme=f4g,False,False,1,0.0
1022038,w7t,14/JZN/2026,Appel d'offres ouvert,AOO,Fournitures,"ACQUISITION, INSTALLATION, PARAMÉTRAGE ET MISE EN SERVICE D’UNE SOLUTION DE GESTION DES VENTES, INCLUANT MATÉRIEL, LOGICIEL ET BORNES INTERACTIVES POUR LE JARDIN ZOOLOGIQUE NATIONAL DE RABAT REPARTI EN 02 LOTS : LOT N°01 : Acquisition, installation et mise en service de deux bornes interactives ; LOT N°02 : Acquisition, installation, paramétrage et mise en service d’une solution de gestion des ventes, incluant le matériel et le logiciel associés.",SOCIETE LE JARDIN ZOOLOGIQUE NATIONAL,RABAT,2026-07-10,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022038&orgAcronyme=w7t,False,False,2,828000.0
1022042,o8p,5/AOO/DAL/DG/ANP/2026,Appel d'offres ouvert,AOO,Fournitures,ACQUISITION DES CONSOMMABLES INFORMATIQUES POUR LE SIEGE DE L’ANP,AGENCE NATIONALE DES PORTS,CASABLANCA,2026-07-10,2026-08-11 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022042&orgAcronyme=o8p,False,False,1,1214978.4
1022046,o8p,6/AOO/DAL/DG/ANP/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE RENOVATION D’UNE UNITE D’ACCUEIL DE L’AGENCE NATIONALE DES PORTS,AGENCE NATIONALE DES PORTS,MOHAMMADIA,2026-07-10,2026-08-11 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022046&orgAcronyme=o8p,False,False,1,1777464.0
1022050,d4q,TO3130514/2026/ONEEBE/DTO,Appel d'offres ouvert,AOO,Fournitures,Acquisition des Groupes électrogènes pour les postes HTB de la Division Exploitation Transport Fès,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,OUJDA-ANGAD,2026-07-10,2026-08-27 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022050&orgAcronyme=d4q,False,False,1,1090380.0
1022063,q0x,04/2026,Appel d'offres ouvert,AOO,Services,Gestion déléguée du Souk hebdomadaire de la commune N’zalat Béni Ammar.,Commune rurale de N'ZALAT BNI AMAR,MEKNES,2026-07-10,2026-09-03 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022063&orgAcronyme=q0x,False,False,1,88000.0
1022067,g3h,308/2026/SRMCS,Appel d'offres ouvert,AOO,Travaux,Travaux de raccordement HTA d’un producteur photovoltaïque et biogaz pour la décharge du site Médiouna,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,CASABLANCA,2026-07-10,2026-08-06 14:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022067&orgAcronyme=g3h,False,False,2,71385610.37
1022077,q0x,05/2026,Appel d'offres ouvert,AOO,Services,Gestion déléguée de l’abattoir des viandes rouges de la commune N’zalat Béni Ammar.,Commune rurale de N'ZALAT BNI AMAR,MEKNES,2026-07-10,2026-09-03 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022077&orgAcronyme=q0x,False,False,1,35000.0
1022082,q9t,036/2026/CHUMVIO,Appel d'offres ouvert,AOO,Fournitures,« Achat de produits d'hygiène et de désinfection destinés aux divers établissements hospitaliers relevant du Centre Hospitalo-Universitaire Mohammed VI-Oujda ; Réparti en 11 lots. ».,CENTRE HOSPITALIER UNIVERSITAIRE MOHAMMED VI - OUJDA,MAROC,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022082&orgAcronyme=q9t,False,False,11,2618400.0
1022085,g3h,A/240/26,Appel d'offres ouvert,AOO,Travaux,Travaux de réalisation et exploitation d’une STEP Boues Activées à Bouknadel,SOCIETE REGIONALE MULTISERVICES RABAT - SALE - KENITRA SA,SALE,2026-07-10,2026-08-24 09:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022085&orgAcronyme=g3h,False,False,1,540000000.0
1022088,g3h,251/2026/SRMCS,Appel d'offres ouvert,AOO,Travaux,Travaux d’Alimentation en Eau Potable (AEP) des centres relevant de la Direction Provinciale de Berrechid,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,BERRECHID,2026-07-10,2026-08-11 09:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022088&orgAcronyme=g3h,False,False,3,48184702.56
1022093,j8k,AO/120/2026,Appel d'offres ouvert,AOO,Travaux,PROGRAMME DE CONSTRUCTION DE LOGEMENTS «LILAS » DANS LE CADRE DU NOUVEAU PROGRAMME D’AIDE AUX LOGEMENTS SIS AU LOTISSEMENT « YAKOUT 3 » LA COMMUNE D'EL HAJEB – PROVINCE D'EL HAJEB,SOCIETE AL OMRANE FES MEKNES,EL-HAJEB,2026-07-10,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022093&orgAcronyme=j8k,False,False,1,9713496.0
1022095,q1s,9/DAILEX2627,Appel d'offres ouvert,AOO,Services,"la réalisation des prestations de surveillance, de gardiennage et de sécurité des points de vente exploités par la SONACOS",SOCIETE NATIONALE DE COMMERCIALISATION DES SEMENCES,BERKANE,2026-07-10,2026-08-24 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022095&orgAcronyme=q1s,False,False,3,7539420.0
1022103,z9k,7/2026,Appel d'offres ouvert simplifié,AOS,Travaux,"La réalisation des travaux d’aménagement des routes Aux douars : centre bni oukil , ouled elghazouani , ouled moussa , ouled bouya 1 , ouled bouya 2 , lahdara ,coopérative laayoune , legraine et ouled sassi à la commune territoriale bni oukil province de fquih ben salah région béni mellal khenifra.",Commune de Bni Oukil,FQUIH BEN SALAH,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022103&orgAcronyme=z9k,False,False,1,468108.0
1022111,q0x,06/2026,Appel d'offres ouvert,AOO,Services,"Acquisition d’une camionnette à benne satellite pour ramassage et transport d’ordures au profit de la Commune Territoriale de N’zalat Béni Ammar, Préfecture de Meknès.",Commune rurale de N'ZALAT BNI AMAR,MEKNES,2026-07-10,2026-09-08 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022111&orgAcronyme=q0x,False,False,1,415000.0
1022113,j8k,71/26,Consultation architecturale ouverte,CONSA,Services,ELABORATION DES ETUDES URBANISTIQUES DU PLAN DU MODIFICATIF DU LOTISSEMENT MZAMZA SECTEUR 2 SIS A LA MUNICIPALITE SETTAT PROVINCE DE SETTAT.,SOCIETE AL OMRANE CASABLANCA,MAROC,2026-07-10,2026-08-11 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022113&orgAcronyme=j8k,False,False,1,56400000.0
1022119,o8p,114/26/AOO/ONDA,Appel d'offres ouvert,AOO,Services,Maintenance des systèmes de traitement des bagages de différents aéroports,OFFICE NATIONAL DES AEROPORTS,FES,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022119&orgAcronyme=o8p,False,False,2,6605400.0
1022139,o8p,127/26/AOO/ONDA,Appel d'offres ouvert,AOO,Services,Tierce Maintenance Applicative du SIRH HR ACCESS,OFFICE NATIONAL DES AEROPORTS,NOUACEUR,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022139&orgAcronyme=o8p,False,False,1,1199760.0
1022141,g3h,263/2026/SRMCS,Appel d'offres ouvert,AOO,Fournitures,Marché cadre : Fourniture d’équipements de mesure et d’instrumentation et leurs accessoires,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,CASABLANCA,2026-07-10,2026-08-13 09:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022141&orgAcronyme=g3h,False,False,4,6476896.8
1022150,g8e,147/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE MISE À NIVEAU DU BOULEVARD 20 AOÛT AU CENTRE DE LA VILLE DE KASBA TADLA RELEVANT DE LA PROVINCE DE BÉNI MELLAL -LOT UNIQUE-,AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,BENI MELLAL,2026-07-10,2026-08-04 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022150&orgAcronyme=g8e,False,False,1,10270291.2
1022155,q9t,085/2026/CHUIRC,Appel d'offres ouvert,AOO,Fournitures,ACHAT DES PRODUITS ET CONSOMMABLES DENTAIRES : ORTHOPEDIE DENTO-FACIALE POUR LE CENTRE DE CONSULTATIONS ET DE TRAITEMENTS DENTAIRES RELEVANT DU CENTRE HOSPITALO-UNIVERSITAIRE IBN ROCHD DE CASABANCLA,CENTRE HOSPITALIER IBN ROCHED CASABLANCA,Wialaya de Casablanca Anfa,2026-07-10,2026-08-04 08:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022155&orgAcronyme=q9t,False,False,80,1991153.16
1022158,d4q,28/DR2/2026,Appel d'offres ouvert,AOO,Travaux,Travaux d’exploitation et de gestion des stations de traitement relevant d’El Attaouia et Freita. Province d’El Kelaa des Sraghna.,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,EL KELAA DES SRAGHNA,2026-07-10,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022158&orgAcronyme=d4q,False,False,1,1451281.0
1022162,d4q,14/DR8/C/2026,Appel d'offres ouvert,AOO,Travaux,Équipement d'un puits pour les stations de TARFAYA,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,TARFAYA,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022162&orgAcronyme=d4q,False,False,1,5000000.0
